,com_rating,job1,location,Salary_min($),Salary_max($),datepost,desc,lat,lng
314,3.4,Senior Reporting & Data Analyst,"Whitehouse Station, NJ",103000,155000,13d,"Chubb is the world’s largest publicly traded property and casualty  insurer. With operations in 54 countries, Chubb provides commercial and  personal property and casualty insurance, personal accident and supplemental  health insurance, reinsurance and life insurance to a diverse group of clients.  Chubb is also defined by its extensive product and service offerings, broad  distribution capabilities, exceptional financial strength and local operations  globally.  The Senior Reporting & Data Analyst is part of the team responsible for Personal Risk Services (PRS) data governance, complex ad hoc reporting or analysis, and management of larger data projects. This position will focus on downstream reporting of data as well as other major PRS data projects. This role will represent PRS business for end to end processing of data.  Primary responsibilities include: Support PRS in managing and maintaining downstream reporting of data including coverages, risk attributes, premiums and lossesEffectively manage PRS data projects by setting expectations and milestones and by leading cross-functional teams within the project consisting of both business and ITSupport strategic and functional initiatives within the PRS by providing insightful reporting, analysis and subject matter expertiseResponsible for analysis of the data, identify opportunities for continuous improvement and support the decision-making processExecute special projects that have a wide variety of complexity that impact Chubb’s strategies and resultsCollaborate closely with Finance, Product, Actuarial, Statistical and State Compliance, Claims, and owners of downstream systems to design data flows that meet business requirements while conforming to model standardsEnsure resultant metrics follow corporate best practices and champion PRS interests when changes to corporate models are neededExhibit organizational skills to effectively manage competing priorities and larger multistage, cross-functional projects that are managed through the Agile processDesign pre-release testing requirements and perform post-launch analysis and testing on projects to clearly demonstrate the accuracy and success of results in order to provide sign-offRequirements:Bachelor degree or equivalent business experience in math, actuarial science, or data managementStrong analytical and problem solving skills with attention to detail and accuracyStrong written and verbal communication skillsAbility to work independently as well as lead cross-functional teams when necessaryAbility to determine accuracy of data and reasonableness of results and identify and resolve errorsAbility to solve complex issues with and understanding of the implication of those decisions.Ability to translate data mappings into actionable requirementsMust be technically savvy and be able to work with technical team/s (data warehouse, reporting, etc.) and business SMEs (corporate finance, etc.) on various data projectsStrong understanding of insurance business operations, coverages, and insurance metricsKnowledge and proficiency with various reporting tools and technologies i.e. Aginity, SAS, SQL, and Qlik are preferredMust know how to handle multiple concurrent work streams of business analysisWork experience in an Agile environment is a plusChubb offers a competitive  compensation package and comprehensive benefits package including life, health  and dental, vision, a generous retirement savings plan, disability coverage,  stock purchase plan, flexible spending accounts, tuition reimbursement, and  business casual dress. At Chubb, we are committed to equal employment  opportunity and compliance with all laws and regulations pertaining to it. Our  policy is to provide employment, training, compensation, promotion, and other  conditions or opportunities of employment, without regard to race, color,  religion, age, sex, sexual orientation, transgender, national origin,  disability, genetic information, veteran or marital status, or any other  characteristic protected by law.",40.6155663,-74.7702576
315,4.2,Senior Forensic Data Analyst,"New York, NY",55000,86000,14d,"The Senior Forensic Data Analyst is responsible for performing ongoing monitoring of key financial transactions, maintaining the department’s data analytics program, analyzing documents and identifying non-compliant or potentially fraudulent transactions. The Analyst will identify and communicate observations to Internal Audit leadership and draft observations and recommendations in clear and concise reports. The candidate must possess strong communication and analytical skills, adapt to changing environments, be self-motivated, be detail oriented, understand accounting and business processes and be a team player.Required Education:Bachelor's Degree Accounting, Computer Science, Management Information Systems or other related fields.Required Certification:CPA, CFE, or CIAPreferred Education:Master's Degree Accounting, Business Administration, Finance or other related fields.Required Experience:3+ years Big four public accounting experience or other top consulting and advisory firms. Experience delivering forensic consulting services, specifically fraud risk management and/or investigations, at large multinational companies and/or higher education institutions. Working with forensic teams using fraud detection technologies and data analysis tools.Preferred Experience:working understanding of accounting systems and principles, and business processes. Experience in risk/compliance assessments or data science.Required Skills, Knowledge and Abilities:Strong problem solving, use of judgment and strategic mind-set with ability to challenge current processes and generate solutions. Highly organized with attention to detail to drive accuracy. Strong analytic skills and experience in staging and analyzing structured datasets, especially transactional data from financial systems. High proficiency in Microsoft applications, such as Access, Excel, and Power BI.Preferred Skills, Knowledge and Abilities:Proficiency with data analytic tools (e.g., Alteryx and Microsoft BI) and visualization tools (e.g., Tableau), is a plus. Experience obtaining social media data and applying to investigative procedures.NYU aims to be among the greenest urban campuses in the country and carbon neutral by 2040. Learn more at nyu.edu/sustainability.EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity",40.7127753,-74.0059728
316,2.5,Data Analyst,"Roslyn, NY",58000,86000,25d,"LinkedIn  Facebook  Twitter  Email Requisition Number 6023240 Department Performance Improvement Location  East Hills  Roslyn, NY Schedule Full Time Shift Day shift Hours 7am-3pm Job Details Bachelors Degree in Business, Science, Healthcare or related field required. Master's Degree in Business or Health Care Administration preferred.  Sound knowledge and skill in the use of computers and software for Windows, MS Office and statistical programs, and 5 years experience in health care setting required with experience in data analysis and reporting required.  Preparing departmental reports as they relate to performance improvement activities. Assistance with joint commission data preparation and LIHN resource utilization reporting. Review of data to assure accuracy and to analyze trends using statistical tools and graphs/charts. Knowledge of physician credentialing process a plus. The utilization of MS office programs to query and report data. Other responsibilities include data entry for PI activities and overall maintenance of departmental database systems and other  duties as assigned.",40.7998227,-73.6509622
317,2.2,Data & Interface Analyst,"Staten Island, NY",44000,70000,8d,"OverviewPosition Summary: Analyst responsible for creating and maintaining interfaces between data sources and application systems using industry standard techniques and software. Additional responsibilities include (but are not limited to): Reconciling discrepancies between data sources; using industry standard reporting tools with databases such as SQL Server.ResponsibilitiesResponsibilities Essential Job Functions: 1. Analyze incoming requests, gather business requirements, create specification documentation and implement systems solutions, such as, but not limited to the following:  a.System interfaces  b. File transfers c. Report development from databases and data warehouses. d. SQL Server programming to support interfaces, file transfers and reporting needs.  2. Liaison with vendors of data sources and application systems to ensure that interfaces and file transfer requirements are maintained.  3. Work as part of a team of a technical team to define and implement technical solutions to business requirements.QualificationsQualifications Minimum Requirements: Education: BA/BS degree in Information Systems or equivalent IT experience  Skills & Trainings: At least three (3) years of various facets of SQL development experience including the use of ETL tools such as Microsoft SSIS and standard reporting tools such as Microsoft SSRS or SAP Crystal Reports. Knowledge: 1. ETL process using industry standard software. 2. SQL Development techniques using an using industry standard database such as SQL Server or Oracle. 3. Database reporting process using industry standard reporting tools. 4. Excellent verbal and written communication skills 5. Must be able to participate in meetings with all levels of management within the organization 6. Detail oriented, excellent follow up",40.5795317,-74.1502007
318,4.3,Mortgage Whole Loan Data & Collateral Analyst,"New York, NY",44000,66000,6d,"COMPANY OVERVIEW Global Atlantic is one of the fastest growing companies in the Life and Annuity industry. We are focused on the U.S. retirement and life insurance markets with a broad range of annuities and life insurance options, as well as reinsurance solutions. Our success is driven by competitive, innovative product designs, leading investment management and integrated risk management, along with highly experienced leadership.  Global Atlantic is looking for a diverse team of talented individuals who reinforce our culture of collaboration and innovation. We are dedicated to the career development of our people because we know they are critical to our long-term success. Join our team and come grow with us. POSITION OVERVIEW The position sits within the Investment team of Global Atlantic, as part of the residential real-estate team. Within the residential real-estate team, the position is within the loan group. The loan portfolio consists largely of Re-Performing loans, but also includes Non-Performing, Prime, Non-QM, Investor, Single-Family Rental, Fix/Flip, and warehouse financing investments. Global Atlantic is an active participant in these markets and is looking to bring a data analyst on board who can help with the data management of its existing portfolio while actively working with the traders to evaluate new opportunities in the market. The desk looks at a variety of collateral types and the data analyst would have a front-row seat to an active and dynamic mortgage investment platform. The loan portfolio is currently $3b and represents an area of growth for the company.  Responsibilities of the Data Analyst: Perform data analysis related to residential mortgage loansIdentify, analyze, and correct data discrepancies to ensure data integrity both on existing portfolio and on evaluation of new loan investments (i.e. crack tapes)Produce reports to evaluate new investments and to monitor portfolio performanceAnalyze and design mortgage loan modelsManage database of loan data, including live servicer feeds, for internal and external reportingIf desired, help build technology for the support of these effortsQUALIFICATIONSBachelor's degree in computer science, mathematics, statistics, engineering, or a related field requiredMinimum of 2 years relevant residential mortgage data/collateral experience at an investment bank, hedge fund, REIT, or other investment officeStrong experience with various mortgage loan types, collateral, data, and tape-crackingExperience with re-performing and other credit-oriented loans preferredQuantitative and analytical skills, including MS Excel and SQL; Other programming languages (and experience using LMS) a plusStrong personal initiative and desire to succeed in an entrepreneurial environmentAbility to be highly productive in a fast paced, transaction-oriented departmentAbility to learn quickly with a strong attention to detail At Global Atlantic, enjoy a highly competitive compensation and benefits package, with a focus on pay equity and flexibility. We are proud to support work/life balance that meet individual and business needs. A business casual dress code, above-average paid time off, parental and military leave, adoption assistance and tuition reimbursement are just a few of the extra perks that make Global Atlantic a great place to work. We strive to foster a culture of total well-being through community outreach and charitable giving programs.  In New York, we actively partner with the Red Hook Conservancy, Girls who Invest, and The Bowery mission. Social platforms provide an environment to collaborate with others and participate in friendly competitions towards achieving physical, emotional and financial well-being. Our highly competitive health, retirement, life and disability plans can be tailored to best suit your needs and those of your whole family.  Global Atlantic is committed to creating an inclusive environment where everyone feels like they can meaningfully contribute to our success. We are proud to be an equal opportunity employer and we do not discriminate in employment on any basis that is prohibited by federal, state or local laws. We encourage qualified applicants from all demographics to apply. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, disability, age, or veteran status.",40.7127753,-74.0059728
319,4.3,"Office of the CAO | Reference Data, Operations Analyst","New York, NY",68000,92000,4d,"Job DescriptionWe are looking for leaders and problem solvers who are passionate about data and data management. The purpose of the Operations team within the Reference Data Product Management group is to manage daily operations of enterprise reference data systems and associated businesses processes. The role requires effective management of tactical, BAU activity, as well as longer term, more strategic projects to introduce product and process improvements.A successful candidate will be an experienced Operations Analyst who communicates and collaborates effectively, taking ownership and accountability for operational stability, issues, and ongoing improvements in their areas of focus. They will demonstrate a track record of success in a fast-paced production role, with the ability to contribute meaningfully to data-driven process improvements over time. The ability to work effectively with a wide range of stakeholders – front office customers, project managers, business analysts, and technologists is important.Required SkillsPrimary Responsibilities:Reporting to the Operations team, the Operations Analyst will be responsible for delivering robust reference data operations, with a focus on instrument master data, but also including other types of reference data such as party and EOD pricing data.Follow and maintain a daily playbook of operational procedures and controlsCapture all metadata feeding into an Incident Management program for all reference data issuesWork with front and back office stakeholders across the organization to triage and fix production issues Produce operational reports for team and management reviews on a regular basisWork with technologists, project managers, and business analysts to deliver reference data system upgradesQualifications:3 or more years of professional experience in financial services, particularly operational / production roles in support of trading and investment activities, or of associate dataWorking knowledge of financial products and instruments,Ability to work effectively in a fast-paced environment with multiple stakeholdersVery strong attention to detail, with an interest in process design and automationStrong analytical skillsEducation: BA/BS Bachelor’s Degree (STEM degree preferred)About CitadelCitadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For a quarter of a century, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations.  With an unparalleled ability to identify and execute on great ideas, Citadel’s team of more than 675 investment professionals, operating from offices including Chicago, New York, San Francisco, London, Hong Kong and Shanghai, deploy capital across all major asset classes, in all major financial markets.",40.7127753,-74.0059728
320,4.0,Regulatory Data & Risk Analyst,"White Plains, NY",51000,78000,4d,"Company DescriptionAs one of the original innovators in lending, credit, fraud, and spend analytics, Verisk Financial integrates one of the industry’s largest sets of data to help banks, financial regulators, retailers, and media companies grow their businesses. We combine data with predictive analytics to uncover new consumer and business insights and integrate this data with the most technologically advanced platforms.  Verisk Financial | Argus is a leading provider of intelligence, decision support solutions, and advisory services to financial institutions across the global commerce ecosystem. Our clients include more than 50 top U.S., Canadian, and other international financial organizations, regulators, payment providers, merchants, and media. Argus is the leading source of segment-level portfolio management benchmarking data, analytics, models, and advisory services. We maximize value delivery to clients by combining proprietary data sets, cutting-edge software and analytic tools, domain expertise, and our unique results-oriented approach. Customers worldwide use our services for tailored data management solutions that include business intelligence platforms, profile views, mobile data solutions, enterprise database services, and fraud risk scoring algorithms for marketing, fraud, and risk mitigation. Our clients gain competitive advantage from our exclusive focus on leveraging global best-in-class analytics and methodologies to help achieve their business and regulatory objectives. To learn more about Argus please visit us at: www.argusinformation.com. We are proud to be a part of the Verisk family of companies!  With a history of impressive growth, an innovative culture, and offering industry-leading solutions, Verisk Analytics is an amazing place to work and make a difference. In 2018, Forbes magazine named Verisk to its World’s Best Employers list and, in 2017, to its World’s Most Innovative Companies list for the third consecutive year. We also earned the Great Place to Work® Certification for the third consecutive year in recognition of our outstanding workplace culture.  Verisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, Verisk draws on unique data assets and deep domain expertise to provide first-to-market innovations integrated into customer workflows. We’ve been delivering predictive analytics and decision support solutions to our customers for nearly 50 years, helping them protect people, property, and financial assets. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.  At Verisk, you can build an exciting career with meaningful work; create a positive and lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package.Job DescriptionOpportunity Overview: The position requires general knowledge of financial/regulatory data structures, analysis and reporting. Individual will be part of a team and understanding team deliverables and business objectives are important.  This position will mainly be supporting regulatory strategies & risks in development of new data and analytical solutions for customers globally. Responsibilities include:Work with team to identify and calculate supervisory risk metrics from regulatory data such as FFIEC Call report, FR Y9-C and general market dataWork with technical teams to determine data requirements and best practices for advanced data manipulation, and analysis strategiesPerform research of competitors, new markets, products and services, new banking regulations, and develop a reference libraryEvaluate correlations among statistical/financial/regulatory data, identify trends and summarize findings across risks for senior managementUnderstand banks financial statements, regulatory filings and capacity to learn about regulatory & supervisory risk assessments in the banking systemQualificationsQualifications include:Undergraduate or graduate degree in finance, economics, accounting, mathematics or related business fieldPreferable 3 to 5 years of experience in financial services sectorExperience in analyzing financial data and reporting of insights to managementStrong ability to learn FFIEC Call Report, FR Y9-C data and other types of data submissionExperience in designing and developing business requirements for analytical reportsKnowledge of banking regulatory authorities’ mission and regulatory reporting is helpfulStrong knowledge and use of analytical tools such as Excel, SAS, Tableau, SQL, etc.Excellent researching skills, creating reference library, document tracking, etc.Strong collaboration and teamwork skillsMust have a strong analytic background combined with a keen business understandingAbility to effectively communicate complex technical concepts, both verbally and in writingAdditional InformationVerisk Analytics is an equal opportunity employer.  All members of the Verisk Analytics family of companies are equal opportunity employers. We consider all qualified applicants for employment without regard to race, religion, color, national origin, citizenship, sex, gender identity and/or expression, sexual orientation, veteran's status, age or disability.  http://www.verisk.com/careers.html  Unsolicited resumes sent to Verisk, including unsolicited resumes sent to a Verisk business mailing address, fax machine or email address, or directly to Verisk employees, will be considered Verisk property. Verisk will NOT pay a fee for any placement resulting from the receipt of an unsolicited resume.  #LI-DL1Apply now",41.03398620000001,-73.7629097
321,3.1,"Analyst, Data Architecture","New York, NY",73000,107000,17d,"Job DescriptionThe Analyst, Data Architecture role with Spark Foundry is an excellent opportunity for someone looking to further advance their skillset in the field of Data-driven Digital Marketing. This will be a data-focused role that involves working with clients on data/audience strategy, data onboarding and data audience insights as well as internally with operations, analysts and client teams. The Senior Analyst is responsible for discussing data strategies and DMP implementations with clients, leading audience targeting and optimization strategies across assigned accounts and working internally with the Programmatic buying teams to make sure the data strategies are implemented properly.  This is a client-facing role and you will be expected to communicate technical concepts to your assigned client(s) and to ensure account success and customer satisfaction. You will also be expected to learn the capabilities of multiple DSP and DMP platforms, attend training sessions with numerous vendors and communicate internally to their strengths and weaknesses.  This is a unique opportunity at Spark Foundry with the potential to help build out a team/department of data architects.  SPECIFIC RESPONSIBILITIES  • Manage data and audicence strategy for programmatic advertising clients and communicate strategies/recommendations to clients using a consultative approach.  • Work with Data Management Platform (DMP) partners and manage day-to-day onboarding of client data.  • Leverage data to assess, diagnose and prescribe campaign optimizations to exceed client expectations.  • Extract insights from data and effectively communicate to clients in relation to their goals and objectives. Share results from audience analytics reports with clients when available.  • Actively attend training sessions with various vendors and inquire about data and platform capabilities.  • Assist in the development of client-facing materials including data strategy presentations and audience performance reports.  • Develop a strong overall understanding of the clients business objective and demonstrate through campaign results how data targeting can help them achieve their business goals.  • Participate in team meetings and knowledge sessions to share new strategies for targeting campaigns and to provide feedback on platform and data performance.Qualifications• The ideal candidate will have at least 1 year of prior digital advertising experience in a client services capacity with hands-on knowledge of the DSP/DMP landscape, as well as a passion for data-driven advertising and insights.  • Experience managing Online Display, Video and Mobile campaigns  • Understanding and experience with DSPs, DMPs, 3rd Party data, pixels and Ad Servers  • Familiarity with customer acquisition goals and optimizing to CPA, CTR, Completion Rate, etc.  • Strong analytical skills, technical know-how and strategic thinking  • Excellent interpersonal, oral, and written communications skills  • Strong attention to detail and ability to follow projects through to completion  • Ability to communicate technical concepts to a non-technical audience  • Proficiency in Microsoft Office solutions  • Highly organized with attention to detailAdditional InformationAll your information will be kept confidential according to EEO guidelines.",40.7127753,-74.0059728
322,3.6,Orion - Media Data Analyst,"New York, NY",38000,60000,5d,"Position Summary We are looking for a detail oriented professional to join ID Media team as a Media Data Analyst. In this role one will assist in the media and results analysis process, help inform client deliverables as well as report results. As a Media Data Analyst one will become a subject expert in DRTV touching a range of analysis from audience research to the measurement of media outcomes (reach, impression, frequency, verification and validation) to the data that shapes client optimization recommendation. One will help drive the development and use of various decision tools. Essential FunctionsManage multiple data sources to analyze and assess client businesses across multiple DRTV dimensionsData extraction, transformation & loading (ETL)Monitor media campaign results for portfolio of clientsAnalyze and analyze data sets to uncover media insightsDeliver quality, timely and client-friendly reporting through a variety of visualization toolsOversee the necessary functions in the media system as required including inputting and issuing EstimateContribute to team’s overall capabilities and understanding of media and communications ecosystemRemain informed on the day-to-day activities of clientsUnderstand and utilize syndicated media tools such as Kantar, as requiredQualifications/Work ExperienceMust have experience working with large data sets to uncover insights that are essential to business optimizations1-2 years of experience in data analytics, relational database work or relevant academic experienceSkillsHighly proficient in MS Office suite, particularly in Excel and PowerPointStrong mathematical skills: comfortable with numbers and analyzing dataExperience using Media Systems. For example, Mediaocean, CORE, TVSquared and other DRTV analytical toolsExperience using data visualization tools such as: Tableau or Dataroma preferredFamiliarity with relational databases and programming in any of the following: JAVA, Python, R or JavaScriptEducationBachelor's Degree required, ideally in related fieldAbout Us ID Media is an Interpublic Group media agency known for identifying and delivering accountable media solutions that create better business outcomes for marketers. Backed by a culture that's deeply accountable for results, our people drive costs down and engagement up across broadcast, digital and print channels. We work with many leading brands, including Johnson & Johnson, Liberty Mutual, Quicken Loans and Zillow. ID Media is an eight-time winner of ""Best Places to Work"" awards in New York and Los Angeles as well as a ten-time recipient of IPG awards for diversity and inclusion.",40.7127753,-74.0059728
323,3.1,Data Privacy Analyst,"Matawan, NJ",65000,83000,17d,"Job Description SummaryJob Description Fragomen is looking for an ambitious, technical-minded Privacy Analyst to join our talented Data Privacy Group in our Global Corporate Headquarters office in Matawan, NJ.  Reporting to the Associate in charge of Data Privacy, the Analyst will join our in-house legal department with a focus on privacy and data protection-related matters, including assisting in the administration, management and development of the Firm’s Privacy Program and related projects. What a Privacy Analyst does at Fragomen:Coordinate handling and administration of daily firmwide data privacy exceptions, including but not limited to, response, investigation and logging;Assist in the management and coordination of other on-going compliance, projects, and business reviews;Keep abreast of current developments of privacy regulations (specifically in the US, Asia and South America);Consult with and support the GRC group’s efforts regarding privacy topics related to the organizations’ processes, including IT applications and systems;Remain well-informed and support team members with questions related to ISP (Information Security and Privacy) Concepts;Continuously assess the Firm’s operations to develop policies, processes, and procedures related to Fragomen’s privacy practices and programs;Work closely with internal stakeholders, such as legal practice teams and other corporate functions to analyze and respond to privacy related issues;Work with internal stakeholders to develop privacy best practices, such as conducting Privacy Impact Assessments and related privacy programsAssist Information Security in responding to client related surveys and questionnaires regarding the Firm's compliance initiatives.Support eDiscovery functions.Let’s talk if you have:A Bachelor’s degree (required)3 or more years’ experience with privacy related investigations, audit and/or information systemsFluency in English (required): Fluency in additional languages (a plus)Experience working within an international legal environment (preferred)The ability to deliver error-free and pragmatic written and oral communicationsExcellent interpersonal and organizational skillsAn interest in working remotely, flexible hours and an independent, reliable natureStrong critical thinking skills (required)About Us: Fragomen is the world’s leading single-focus provider of immigration guidance and support, backed by the best resources in the immigration services industry. The firm has more than 50 offices and over 4,000 employees located in key commercial centers throughout the Americas, EMEA and Asia Pacific. Fragomen offers immigration support in more than 170 countries.  The firm is structured to support all aspects of immigration, including strategic planning, compliance, government relations, reporting, and case management and processing. We represent a broad client base ranging from individuals and emerging businesses to many of the world’s leading multinational corporations.",40.41482999999999,-74.2295891
324,3.6,"Investment Banking, Summer Analyst: Data Science Analyst, M&A Strategic Shareholder Advisory","New York, NY",98000,122000,3d,"You're the brains behind our work. You're ready to bring your knowledge from the classroom to the boardroom; and Citi wants to help you get there. Whether it's honing your skills or building your network, we know that success can't come without growth. Our programs equip you with the knowledge and training you need to play a valuable role on your team; and establish a long-term career here. At Citi, we value internal mobility, and career growth is not a question of if, but when.  Citi's Institutional Clients Group (ICG) is looking for Summer Analysts to join the Investment Banking team in NAM. The Investment Banking group provides sector expertise and strategic advisory solutions, including mergers & acquisitions, capital raising and other strategic financings to corporate, financial service and public sector clients.",40.7127753,-74.0059728
325,2.1,Data Governance Analyst Technical Steward,"New York, NY",85000,128000,30d+,"Support the development and the implementation of the enterprise governance strategy ""Information as a Data Asset"". This includes processes, procedures, and standards necessary to ensure data asset quality and usability. Serve as the liaison and translation layer between the business and the technical teams across all data domains. Maintain the reference code set and the end to end lineage. Develop workflow and community using Collibra Data Governance Center. Responsibilities:Drive the harvesting of foundational metadata to include data definition, data quality rule, data profiling, reference code set, and all user defined metrics and custom data set to author and control changes.Collaborate with data owners and stewards on the verification and the accuracy of the information collected and document their approval.Provide technical lead to Data Owners and Stewards on data domain changes by supporting intake process, performing impact analysis, and conducting domain specific profiling.Develop custom template to ingest foundational data assets to assure end to end data lineage form Source system of records to reporting data layer.Engage in data and metric standardization with data owner and steward and solicit formal approval for adoption into data dictionary and glossary to enable end-users improved comprehension of which metrics to use and when to use them.Enforce policies by monitoring changes and data quality metrics using Collibra workflow and Tableau Dashboards.Provide support and direction to data owner and stewards on the usage of Collibra enforcing and promoting adoption.Engage with IT team to ingest and catalog information collected into Collibra Data Governance Center.Set up Collibra Communities, Domains, Types, Attributes, Status, and Workflow.Qualifications:Bachelor's Degree in Computer Science, Information Systems, Business, or a related fieldProject Management Certification (PMI or equivalent) preferred4 6 years of related overall professional experience, preferably in a healthcare provider environment required2 3 years' experience in a Data Warehouse/ BI environment providing reporting /analytical support to end users required2 + years' experience in a healthcare related role/function, such as a payer or third party administrator required1 + years' experience working with Collibra Data Governance Center 5.5.2 requiredExperience with standard terminologies for medical (ex. ICD-10, CPT, HCPCS), lab (ex. LOINC) and pharmacy (ex. STC, NDC) requiredStrong experience in data profiling writing and executing queries in SQL requiredWorking knowledge of healthcare claim, provider, membership, and product relation/process/ function preferredExcellent business requirements gathering and documenting skills requiredProven ability to work with management and build relationships and trust with data users requiredBasic understanding of Relational, OLAP, Dimensional Data Models and BI/DW Architectures requiredProject management experience preferredFamiliarity with technologies such as Collibra connect, MetaModel Design and workflow, Mulesoft, JDBC preferredAdditional InformationRequisition ID: 1913HSDL2017",40.7127753,-74.0059728
