rating,job_title,company,location,salary,lat,lng,AI,AWS,Azure,Big-Data,C/C++,Data-Analysis,Data-Mining,Data-Warehouse,Hadoop,Hive,Java,Kafka,Linux,MATLAB,Machine-Learning,Microsoft-Office,Microsoft-SQL-Server,Natural-Language-Processing,NoSQL,Oracle,Pig,Python,R,SAS,SQL,Scala,Scripting,Spark,Tableau,TensorFlow
,Business Intelligence Analyst II,Ulta Beauty,0,,"36.7402589,",-95.94823769999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Business Process & Data Analyst,BOEING,0,,"35.4042749,",-97.40611820000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst I - Reporting,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",0,,"39.7528793,",-89.7146084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Data Analyst/Engineer,Willis Towers Watson,0,,"32.9600708,",-96.7195892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Customer Engagement/ Insights Analyst,Santanna Energy Services,"Bolingbrook, IL 60440",,"41.6875814,",-88.07586690000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,BEYOND TECHNOLOGIES LLC,"Chicago, IL 60654 (Loop area)",,"41.8925435,",-87.63675529999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Actuarial Data Analyst,Enstar US Inc.,"Chicago, IL",,"27.7731251,",-82.6349234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Systems and Data Analyst,"The DALE Foundation and Dental Assisting National Board, Inc ( DANB)","Chicago, IL 60611 (Near North Side area)",74500.0,"41.8906871,",-87.6247776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
,Business Analyst,"Dovenmuehle Mortgage, Inc.","Lake Zurich, IL 60047",,"42.2011995,",-88.0392125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Guidewire Business Analyst with Thunderhead,"Capitol Strategies Consulting, Inc.","Springfield, IL",114400.0,"39.7544383,",-89.7305498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Technical Business Analyst,AAAASF,"Gurnee, IL 60031",,"42.38603,",-87.9814175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst (Contract Position),American Board of Medical Specialties,0,,"41.8889409,",-87.6303075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Data Analyst with Telematics background,ARi Global Solutions,"Peoria, IL",,"40.6727837,",-89.5770333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Data Analyst,Dassault Systèmes,0,,"32.8665975,",-96.938703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst,The Field Museum,0,,"41.866261,",-87.61698050000001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Analyst, Data Mgmt/Quant Analysis",BNY Mellon,0,,"32.78536020000001,",-96.7963365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Digital Analytics Business Analyst,Accenture,0,,"36.3811006,",-94.1718942,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
,Business Analyst Strategy & Innovation,Northern Trust Corp.,0,,"41.8815778,",-87.6325827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Insight Analyst,Label Insight,0,,"38.6305161,",-90.1886588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Applications - Business Analyst,Oil-Dri Corporation of America,0,,"37.1959904,",-89.0974982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Data Analyst,Strategy Consulting Team,"Chicago, IL",,"41.9590177,",-87.7271805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Sr. IT Business Analyst – ComEd / PECO Customer Support,Exelon Corporation,"Oak Brook, IL 60523",,"41.8517552,",-87.9208652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,PLEX BUSINESS PROCESS ANALYST - MANUFACTURING FIRM,"PeopleFind,Inc.","Chicago, IL 60607 (Near West Side area)",,"43.8461267,",-79.3652743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Junior Business Analyst,International Consumer Goods Distributor,"Naperville, IL",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Data Analyst,Dassault Systemes,"Schaumburg, IL 60159",,"32.8665975,",-96.938703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Health Care Service Corporation,"Chicago, IL 60631 (Norwood Park area)",,"41.884654,",-87.6200244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Center Analyst,Waubonsee Community College,"Sugar Grove, IL",52728.0,"41.7952983,",-88.4584655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Entry Level Analyst - Data Specialist - Excel skills!,"Office Remedies, Inc.","Chicago, IL",,"38.965362,",-77.3678375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Technical Business Process Analyst,Venator Performance Marketing,"Chicago, IL 60606 (Loop area)",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Lead Data Analyst,E*TRADE FINANCIAL,"Chicago, IL",,"32.8649356,",-96.803727,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Sales Support Analyst,Magid Glove & Safety,"Romeoville, IL",,"41.6702656,",-88.0696757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Specialist, Data Visualization",Northern Trust Corp.,0,,"41.8815778,",-87.6325827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Data Warehouse Business Analyst,AllianceChicago,"Chicago, IL 60654",,"41.892195,",-87.634861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Lead Data Analyst,Discover Financial Services,0,,"42.1567624,",-87.89010970000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
,Business Process Analyst 1,Sanmina Corporation,0,,"32.9461451,",-96.91075090000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entry level Business Analyst,Cloudbigdata Technologies,"Chicago, IL",,"32.9132101,",-96.8900575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Aisle Rocket,"Chicago, IL 60602",,"41.8828891,",-87.6327897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,IH Mississippi Valley Credit Union,0,,"40.975418,",-90.37729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Big Data Analyst,First Soft Solutions,"Chicago, IL",,"40.3250523,",-74.6481859,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
,Master Data Analyst,Abbott Laboratories,0,,"38.9804424,",-94.60735279999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Management Analyst,Northrop Grumman,0,,"32.9271581,",-97.0138089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,SR SAP BUSINESS ANALYST - Production Planning,Fresenius Kabi,"Melrose Park, IL",,"41.9120956,",-87.8703558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Contract to Hire - Business Intelligence Analyst,InteQ,"Oakbrook Terrace, IL",,"43.36102349999999,",-81.4931474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
,SAP FICO - IT Business Analyst 4,LSC Communications,"Warrenville, IL 60555",,"38.3599512,",-91.4886347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst - Robotics Process Automation,ProLink Staffing,"Lake Forest, IL",62500.0,"39.2570923,",-84.34192259999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Sales Business Analyst - RBD,Reyes Beer Division,0,,"41.9936308,",-87.8617219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,SAP Business Intelligence Analyst,Old World Industries,0,,"42.0966685,",-87.87658929999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Sr Business Analyst/Product Analyst,eTekIT Solutions Pvt Ltd,"Deerfield, IL",95000.0,"42.04151450000001,",-88.05841590000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sales Strategy & Sales Operations CRM Analyst,OUTFRONT media,0,,"42.3505305,",-71.0590963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Heartland Dental,0,,"37.7513412,",-97.34444029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Data Analyst - Metadata,Grainger,0,,"36.1777477,",-95.8579667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,US Broking Data Analyst,Aon,0,,"36.0746174,",-95.92528309999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Business Intelligence Analyst - Commercial,Fifth Third Bank,0,,"37.7441673,",-88.9940964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,E02 Business Analyst- Governmental & External Affairs Stakeh...,Exelon Corporation,0,,"41.8517552,",-87.9208652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Data Analyst,"Level Ex, Inc.","Chicago, IL",,"41.893662,",-87.63830259999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Business Analyst Lead,Health Care Service Corporation,"Chicago, IL 60631 (Norwood Park area)",,"41.884654,",-87.6200244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Bear Communications,"Elgin, IL",,"38.9847415,",-95.23479259999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence (BI) Analyst,OneSpan,"Chicago, IL 60290",,"45.4982257,",-73.66187099999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Sales Data Analyst,Cerity Partners,"Chicago, IL",,"34.0510935,",-118.4602088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,SR SAP BUSINESS ANALYST,Fresenius Kabi,"Lake Zurich, IL",,"41.9120956,",-87.8703558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,CAS Business Analyst/Product Manager,HighTower Advisors,"Chicago, IL 60661 (Near West Side area)",,"41.8025421,",-88.0949333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Senior Data Analyst,Pareto Intelligence,"Chicago, IL 60654",,"41.8888604,",-87.63286679999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
,Data Analytics Unit Manager,State of Illinois,0,99000.0,"40.6331249,",-89.3985283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Data Visualization Reporting Manager,"Groupon, Inc.",0,,"41.8975722,",-87.6437512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Sr. Digital Business Intelligence Analyst,Grainger,0,,"36.1777477,",-95.8579667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Senior Data Integration Analyst,Gallagher,0,,"36.1432046,",-95.98752979999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,Prime Consulting,0,,"41.0991815,",-85.0878266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Manager, Data & Analysis",Digitas,0,,"41.886385,",-87.6291751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Healthcare Data Analyst,Option Care,0,,"35.4302422,",-97.6016479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Senior Business Intelligence Analyst,CIT Group,0,,"32.9653767,",-96.8227051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Business Intelligence (BI) Analyst,OneSpan,0,,"45.4982257,",-73.66187099999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Sr Business Analyst,US Cellular,"Chicago, IL",,"37.0329949,",-95.6400855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Business Analyst,"CGI Group, Inc.","Chicago, IL 60602 (Loop area)",,"33.355946,",-111.97413300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Customer Engagement/ Insights Analyst,Santanna Energy Services,"Bolingbrook, IL 60440",,"41.6875814,",-88.07586690000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,BEYOND TECHNOLOGIES LLC,"Chicago, IL 60654 (Loop area)",,"41.8925435,",-87.63675529999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Entry Level Analyst - Data Specialist - Excel skills!,"Office Remedies, Inc.","Chicago, IL",,"38.965362,",-77.3678375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Enterprise Data Analyst /Business Analyst,Health Care Service Corporation,"Chicago, IL 60631 (Norwood Park area)",,"41.884654,",-87.6200244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior HR Reporting & Data Analytics Analyst,Northern Trust Corp.,0,,"41.8815778,",-87.6325827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Senior Analyst, Exchange Compliance - Enterprise Market Data",Northern Trust Corp.,0,,"41.8815778,",-87.6325827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Analyst - Insights and Analytics,Mattersight,0,,"44.8627657,",-93.3304054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Senior Data Visualization Specialist,Adtalem Global Education,0,,"41.8332889,",-88.0076005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Sales Operations Analyst,DialogTech,"Chicago, IL",,"41.8797145,",-87.6389915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Senior Enterprise Business Analyst, Uber Eats",Uber,0,,"38.9475748,",-92.2999594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Senior E-Commerce Data Analyst,Wilson Sporting Goods,0,,"32.8055848,",-97.22001390000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Insights Analyst,Early Warning Services,0,,"33.6364943,",-111.8874885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Customer Engagement/ Inside Analyst,Santanna Energy Services,0,,"41.6875814,",-88.07586690000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Analyst,SwiftIQ,"Chicago, IL",,"41.882564,",-87.63742459999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,Milhouse Engineering & Construction,"Chicago, IL 60290",,"41.877431,",-87.6256564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business / Data Analyst (Healthcare),Clarity Insights,"Chicago, IL 60290",,"41.8796265,",-87.6374548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Product Analyst II,CenturyLink,Illinois,,"36.1552301,",-95.9895427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Analyst II,National General Insurance,"Chicago, IL",,"32.8361794,",-97.30234490000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0
,"Sr. Analyst, Enterprise Analytics",Cancer Treatment Centers of America,"Schaumburg, IL 60159",,"36.0516261,",-95.86347430000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Senior Analyst - Statistics and Operations Research,United Airlines Inc.,"Chicago, IL 60601 (Loop area)",,"41.8781136,",-87.62979820000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
,Business Analyst II,Grainger,0,,"36.1777477,",-95.8579667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Data Analyst II,Envolve,0,,"27.9942817,",-82.5469901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Sr. Analyst, Enterprise Analytics",Cancer Treatment Centers of America,0,,"36.0516261,",-95.86347430000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Manager - Operations Data Analytics,United Airlines Inc.,0,,"41.8781136,",-87.62979820000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
,Senior Data Analyst,Evolent Health,0,,"41.8076003,",-88.06849840000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,Analyst,Compass Lexecon,0,,"41.8772932,",-87.62461529999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,Business Operations Analyst,Vivid Seats,0,,"41.884104,",-87.63477320000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Claim Reporting and Data Integrity Specialist,Innovista Health Solutions,"Oak Brook, IL",,"41.8514576,",-87.9406799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Director, Data Science & Advanced Analytics",CDW,0,,"37.975753,",-87.55815820000001,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0
,Data Analyst,TDS,"Chicago, IL",,"36.7937316,",-94.7252743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0
,Associate Developer- Data Analytics & Integrations,Ulta Beauty,"Bolingbrook, IL 60440",,"36.7402589,",-95.94823769999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Sr Business Analyst (Operations Control Center),Exelon,"Joliet, IL 60432",,"32.783201,",-96.79735059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,SullivanCotter,"Chicago, IL 60290",,"44.977205,",-93.27071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Insurance Domain Business Analyst,ITL USA,"Chicago, IL",,"33.6722326,",-117.86064009999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,CBD College,United States,,"34.062241,",-118.306148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,"Senior Manager, Data Analytics & Reporting",Centene,"Chicago, IL 60290",,"32.3268914,",-95.33687809999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Digital Insights & Analytics Graduate Intern,Golin,"Chicago, IL 60290",,"41.8988084,",-87.6230792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Reporting & Data Analyst,Discover Financial Services,0,,"42.1567624,",-87.89010970000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst (P&C Insurance Data Warehouse Focus),IAT Insurance Group,0,,"35.7936769,",-78.66163449999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Intelligence Analyst II - Merchandise Operations,Ulta Beauty,0,,"36.7402589,",-95.94823769999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
,Assistant Director of Data Analytics,Chicago State University,0,,"41.7179575,",-87.6093736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Sr. Data Analyst (Insurance),The Hanover Insurance Group,0,,"36.0968656,",-95.9188365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst - Analytics and BI,Cabot Microelectronics,0,,"41.7732806,",-88.2239869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Data Analytics Strategy & Operations Associate,access2insight,"Chicago, IL",,"41.883811,",-87.6501229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Sr Business Intelligence Analyst - Healthcare - Data Platfor...,Dupage Medical Group,0,,"41.5900824,",-88.2035818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,Business Intelligence Analyst II,CDK Global,0,,"42.0632639,",-88.128095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
,Business Analyst,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",0,,"39.7528793,",-89.7146084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Warehouse Data Analyst,Reynolds Consumer Products,"Lake Forest, IL 60045",,"39.71716910000001,",-90.2188523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Analyst, Senior - PBM Finance Data and Technology",CVS Health,"Northbrook, IL",,"40.4324635,",-79.7951908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
,"Sr. Associate, Data & Analytics Modeler NLP",KPMG,"Chicago, IL 60290",,"36.1505449,",-95.9916448,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
,Data Analytics Manager,PwC,"Chicago, IL 60695 (Loop area)",,"36.1399226,",-94.1809318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
,Senior Digital Business Analyst,Hillrom,"Chicago, IL 60608",,"37.1083311,",-94.4583002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Business Analyst, HRIS",US Cellular,"Chicago, IL",,"37.0329949,",-95.6400855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Associate, Data & Analytics Modeler, Machine Learning",KPMG,0,,"36.1505449,",-95.9916448,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
