rating,job_title,company,location,salary,lat,lng,skills
,Advanced Acquisition Analyst,"Modern Technology Solutions, Inc. (MTSI)",0,,"34.7091221,",-86.6876102,R
,IT Business Analyst - IAM,Nelnet,0,,"40.7420978,",-96.6832347,"SQL,R,Microsoft-Office"
,Business Analyst - Compensation,DaVita,0,,"37.2241381,",-95.7165665,"SQL,R,Tableau"
,Logistics Analyst/Engineer,"The AEgis Technologies Group, Inc.","Colorado Springs, CO",,"35.1005361,",-106.5710479,R
,"Business Analyst, Strategy and Operations (Hospital Services...",DaVita,0,,"37.2241381,",-95.7165665,R
,Oracle Cloud Accounting Analyst,General Dynamics Mission Systems,0,,"38.8147594,",-104.7566141,"R,Oracle"
,Reliability Engineer/Analyst,"The AEgis Technologies Group, Inc.","Colorado Springs, CO",,"35.1005361,",-106.5710479,R
,IT Business Analyst II Financial Applications Team,Bmtech group,"Glenwood Springs, CO 81601",,"32.8899809,",-96.9757339,"R,AI"
,Senior Supply Chain Financial Analyst,Orica,0,,"39.6429975,",-104.5980688,R
,Business Operations Analyst - Salesforce Administrator,DISH,0,,"37.21108419999999,",-93.2498717,R
,"Manager, Data & Analytics",KPMG,0,,"36.1505449,",-95.9916448,R
,ServiceNow IT Business Analyst (BHJOB22048_632),ITmPowered,"Denver, CO",,"39.6216234,",-104.8986901,"SQL,R"
,Senior Technical Analyst- ServiceNow Platform,CoBank,0,,"37.689269,",-97.343345,"R,Microsoft-Office"
,Analytic Consultant 4 (Validation and Quality Assurance Anal...,Wells Fargo,0,,"37.2262796,",-95.7063467,"SQL,R,Tableau,SAS,Microsoft-Office"
,IT Senior Business Analyst (Corporate Systems),Aimco,0,,"39.6333956,",-104.8984695,"SQL,R,Java,Oracle,AI"
,Manager Clinical Business Intelligence,SCL Health,0,,"39.9193013,",-105.1273817,"Python,SQL,R,Hadoop,Java,Tableau,Hive,SAS,Oracle,Data-Warehouse"
,"Sr. Business Analyst, Strategic Technology Solutions (flexib...",DaVita,0,,"37.2241381,",-95.7165665,Tableau
,AVP Mutual Fund Staff Reporting Analyst,BNP Paribas,0,,"40.761509,",-73.981473,R
,Senior BA,Sapiens,0,,"35.7931652,",-78.7409895,"SQL,R,Microsoft-Office"
,Salesforce CPQ Business Analyst - Accenture Technology,Accenture,0,,"36.3811006,",-94.1718942,R
,Security Consultant - Healthcare with Business Analyst or Sy...,Coalfire,0,,"41.890838,",-87.6598577,R
,Lead Business Analyst,North Highland,0,,"38.6857362,",-121.3721745,R
,IT Business Analyst - Client Retention,Ntirety,0,,"42.16166459999999,",-71.2017557,R
,Senior Business Analyst National Accounts and Growth,DaVita,0,,"37.2241381,",-95.7165665,R
,"Sr. Consultant, FinancialForce PSA Business Analyst",Appirio,0,,"39.7636802,",-86.1614253,"SQL,R,Java"
,"Manager, Data & Analytics Modeler, Machine Learning",KPMG,0,,"36.1505449,",-95.9916448,"Python,SQL,R,Hadoop,Spark,Java,Tableau,SAS,AI"
,Technical BA/Project Manager,Evoipos,"Denver, CO",,,,R
,Salesforce Sr. Business Analyst,Eagle Creek Software Services,0,,"44.8888043,",-93.4024284,"SQL,R,Java,Oracle"
,"Manager, Data & Analytics Modeler, Natural Language Processi...",KPMG,0,,"36.1505449,",-95.9916448,"Python,SQL,Machine-Learning,R,AWS,Natural-Language-Processing,AI,Azure"
,"IT Business Analyst, Microsoft Dynamics 365 - Procurement an...",Ball Metalpack,0,,"39.9060092,",-105.0864301,"SQL,R,Java,Azure"
,"Business Analyst, IT",Denver Regional Transportation District,Colorado,,"39.7509732,",-104.9984276,"R,Microsoft-Office"
,Salesforce Sr. Business Analyst / Scrum Master,Eagle Creek Software Services,0,,"44.8888043,",-93.4024284,"SQL,R,Java,Oracle"
,Data Analyst Engineer,Canoe Ventures LLC,"Lakewood, CO 80228",,"42.7615151,",-85.9782719,"SQL,R,Oracle,AI"
,"Healthcare Data Analyst, Research and Innovation",Center for Improving Value in Health Care - CIVHC,"Denver, CO 80246 (Southeastern Denver area)",,"39.698907,",-104.933533,"SQL,R,Tableau,SAS"
,Business Analyst,Aspen Skiing Company,"Aspen, CO 81611",91000,"39.1862601,",-106.818227,R
,Data Visualization Specialist,Harte Hanks,"Denver, CO",,"38.9864219,",-94.7123953,"Python,R,Tableau"
,Data Analyst,"SEAKR Engineering, Inc.","Denver, CO",,"39.603841,",-104.845387,"Python,SQL,R,Tableau,SAS"
,Administrative Assistant - Data Analyst,City of Stamford,"Stamford, CT 06901 (Downtown area)",77328.5,"41.0534302,",-73.5387341,R
,Integration Business Analyst,Connecticut Conference of Municipalities (CCM),"New Haven, CT 06519 (Hill area)",,"41.297205,",-72.9127429,R
,Business Intelligence Manager,Indeed,"Stamford, CT 06902 (Downtown area)",150000,"38.9387446,",-94.5111339,"Python,SQL,R,Tableau"
,Master Data Management Business Analyst,Hartford HealthCare,"Farmington, CT 06032",,"41.7661951,",-72.6689499,"SQL,R,Microsoft-Office"
,Behavior Specialist & Data Analyst - Anticipated Opening,Devereux Advanced Behavioral Health,"Washington, CT",,"40.04839,",-75.3324199,
,Senior QA Tester Business Analyst,Enterprise Services & Solutions,"Wilton, CT",70000,"43.6876505,",-79.6096603,"SQL,R"
,Data Research Analyst,Law Business Media,"Darien, CT",35000,,,
,Junior Data Analyst,Dun & Bradstreet,0,,"35.0658982,",-92.4259774,"SQL,R"
,Healthcare Data Analyst,Yale University,0,,"41.3163244,",-72.9223431,"SQL,R,SAS"
,Entry Level Data Analyst,"KGS Technology Group, Inc.",0,52500,"34.1051875,",-84.2490647,"SQL,R,SAS,Data-Analysis"
,Data Analyst,The Panther Group,"Bethel, CT",,"42.42956119999999,",-71.4551561,R
,Entry Level Business Analyst,Burns & McDonnell,0,,"38.9577957,",-94.5974612,R
,Data Analyst,Lovesac,0,,"33.0999555,",-96.8105231,"R,Microsoft-Office"
,Data Analyst,RGBSI,0,52000,"42.5450632,",-83.1191785,R
,Jr Data Automation Analyst,Buyers Edge Platform,"New London, CT 06320",,"41.371156,",-72.1194586,"R,Microsoft-Office"
,Healthcare Payer Business Analyst,ITL USA,"Hartford, CT",,"33.6722326,",-117.8606401,"SQL,AI"
,Business Intelligence and Data Analyst,Connecticut Conference of Municipalities (CCM),"New Haven, CT 06519 (Hill area)",,"41.297205,",-72.9127429,"SQL,R"
,Business Intelligence & Data Analytics Consultant,"The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",,"33.6563935,",-96.6051915,"Python,SQL,R,Java,Tableau,SAS,Oracle,Microsoft-SQL-Server"
,"Sr Consultant, Business Intelligence Business Analyst","The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",,"33.6563935,",-96.6051915,"SQL,R,Hadoop"
,"Manager, Business Analyst",Insurity,"Hartford, CT 06106",,"41.7552451,",-72.6625387,"SQL,R,Data-Warehouse"
,Business Analyst - Billing,Insurity,"Hartford, CT 06106",,"41.7552451,",-72.6625387,"SQL,AI,Microsoft-Office"
,"Energy Data Analyst - North Haven, CT or Albany, NY",Aramark,0,,"39.060109,",-94.494801,R
,Data Engineering Analyst,Buyers Edge Platform,"New London, CT 06320",,"41.371156,",-72.1194586,"R,Microsoft-Office"
,Healthcare Business Analyst,Hartford HealthCare,0,,"41.7661951,",-72.6689499,R
,Data Analyst - Dec '19 Grads,Aberdeen,0,,"57.149717,",-2.094278,"Python,SQL,R,Big-Data,AWS"
,Data Analyst,ARK Solutions,0,,"38.948959,",-77.3480978,"R,Oracle"
,Business Intelligence Analyst,Datto Inc.,0,,"41.1513128,",-73.4256854,"SQL,R,Tableau"
,Data Analyst,WJ Deutsch,"Stamford, CT 06901",,"41.0236652,",-73.7349092,R
,Marketing Data Analyst,LQ Digital,0,,"37.8037162,",-122.2752651,"R,Tableau"
,Pricing Data Analyst,Buyers Edge Platform,"New London, CT 06320",,"41.371156,",-72.1194586,"R,Microsoft-Office"
,Business Intelligence Analyst,"Ulbrich Stainless Steels & Special Metals, Inc.",0,,"41.3977477,",-72.8556255,
,Sr. Business Analyst,TCA Consulting Group Inc.,"New Haven, CT",,"41.7261991,",-72.6160646,"SQL,R"
,SCA Senior Provider Data Analyst,UnitedHealth Group,"Hartford, CT 06112",,"44.973048,",-89.636298,R
,"Consultant, Data Analytics Engineer","The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",,"33.6563935,",-96.6051915,"Python,SQL,R,Spark,Tableau,Hive,SAS,AWS"
,Senior Data Solutions Development Analyst,Sun Life Financial,"Windsor, CT 06095",,"39.0412749,",-94.5849519,"SQL,R,SAS,AWS,Oracle"
,Clinical Informatics Analyst/Senior Analyst,WINFertility,"Greenwich, CT 06831",,"41.0984841,",-73.7221249,"SQL,R,Tableau,SAS,Data-Warehouse"
,SCA Senior Provider Data Analyst,UnitedHealth Group,0,,"44.973048,",-89.636298,R
,"Sr. Analyst, Data and Reporting",Spectrum,0,,"39.1284116,",-94.6307919,"SQL,R"
,Senior Healthcare Data Analyst,Milliman,0,,"32.8838017,",-96.7690587,"Python,SQL,R,Tableau,SAS,Microsoft-Office"
,Business Intelligence Reporting Analyst-Healthcare,Cigna,0,,"36.1181135,",-95.9072518,"Python,SQL,R,Hadoop,Tableau,SAS"
,Sr. Data Analyst (Insurance),The Hanover Insurance Group,0,,"36.0968656,",-95.9188365,"SQL,R"
,Senior Data Analyst,Yale New Haven Health,0,,"41.3020731,",-72.9352096,"SQL,R"
,Senior Data Governance Analyst,Travelers,0,,"37.0329906,",-95.6260319,R
,Data Analyst,BIC,0,,"41.221797,",-73.100385,"Python,R,Tableau,AI,Azure"
,Sr Data Analyst,Spectrum,0,,"39.1284116,",-94.6307919,"SQL,R"
,Data Analyst,Hartford Steam Boiler,0,,"41.76594499999999,",-72.669071,"SQL,R,SAS"
,Data & Analytics Sr Consultant,Travelers,"Hartford, CT 06112",,"37.0329906,",-95.6260319,"Python,SQL,R,Tableau,SAS,Big-Data,NoSQL"
,Senior Business Analyst,NTT DATA Services,"Groton, CT",,"33.0855113,",-96.8373073,R
,Data & Analytics Sr Consultant,"The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",,"33.6563935,",-96.6051915,"Python,SQL,R,Tableau,SAS,Big-Data,NoSQL"
,"Senior Market Analyst, BI BCO","The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",,"33.6563935,",-96.6051915,R
,Business Analyst / Product Owner,"CGI Group, Inc.","Windsor, CT 06006",,"33.355946,",-111.974133,R
,Business Intelligence & Data Analytics Consultant,Travelers,0,,"37.0329906,",-95.6260319,"Python,SQL,R,Java,Tableau,SAS,Oracle,Microsoft-SQL-Server"
,Data & Analytics Sr Consultant,Travelers,0,,"37.0329906,",-95.6260319,"Python,SQL,R,Tableau,SAS,Big-Data,NoSQL"
,CG EPS Data Analyst & Retirement Associate,USI Holdings Corporation,0,,"30.3763501,",-97.7348621,R
,"Consultant, Data Analytics Engineer",Travelers,0,,"37.0329906,",-95.6260319,"Python,SQL,R,Spark,Tableau,Hive,SAS,AWS"
,Marketing Data Analyst,Gartner,0,,"38.8867649,",-94.727492,"SQL,R,Tableau"
,"Sr Consultant, Business Intelligence Business Analyst",Travelers,0,,"37.0329906,",-95.6260319,"SQL,R,Hadoop"
,Machine Learning Data Analyst,Otis,0,,"36.1369632,",-95.9871131,"Machine-Learning,R"
,Credit Services Data Analyst,Spectrum,0,,"39.1284116,",-94.6307919,"SQL,R,Tableau"
,Business Intelligence Analyst,Pedestal Tech,"Fairfield, CT",,"33.9998998,",-118.1736011,"Python,SQL,R,Tableau"
,Rating Data Analyst,Travelers,0,,"37.0329906,",-95.6260319,R
,Senior Medical Economics Analyst,ConnectiCare,"Farmington, CT 06030",,"41.70369300000001,",-72.864901,"SQL,R"
,M&A Analyst,The Hartford,"Hartford, CT",,"36.097897,",-95.8526426,R
,Central Data Science Solutions (CDSS) Business Analyst or Pr...,Boehringer Ingelheim,"Ridgefield, CT",,"39.7915842,",-94.7991085,"R,SAS,Oracle"
,"Sr Market Analyst, Select",Travelers,0,,"37.0329906,",-95.6260319,R
,Medical Economics Analyst,AETNA,0,,"32.9732208,",-96.7244859,"SQL,R,SAS,Data-Warehouse"
,"BIGDP - Analyst, Business Intelligence Participant",Travelers,0,,"37.0329906,",-95.6260319,"Python,SQL,R,Hadoop,Spark,Hive,SAS,Pig"
,Data Science Summer Intern,Boehringer Ingelheim,0,,"39.7915842,",-94.7991085,"Python,SQL,R,Hadoop,Hive"
,"Senior Market Analyst, BI BCO",Travelers,0,,"37.0329906,",-95.6260319,R
,Data Support & Solutions Analyst,"Remedy BPCI Partners, LLC.","Norwalk, CT",,"41.0930242,",-73.4539645,R
,Business Analyst - Payer Analytics,Precision Xtract,"Norwalk, CT",,,,"R,Microsoft-Office"
,Business Analysts,Canopy One Solutions,Connecticut,,"38.9083598,",-77.4733795,SQL
,Data and Business Analyst,GSS Infotech,0,,"42.7272903,",-73.8449384,"SQL,R,Azure"
,SQL Report Writer/BI Analyst,J. Morrissey,"Hamden, CT 06514",87500,"41.849783,",-72.6434093,"SQL,R,Java,Tableau,Oracle,Microsoft-Office"
,Technical Business Analyst,Genworth,"Stamford, CT 06925 (Waterside area)",,"36.1049787,",-95.9111995,"SQL,R,Java,Oracle,Data-Warehouse,Microsoft-SQL-Server"
,Senior Investments Business Analyst,Genworth,"Stamford, CT 06925 (Waterside area)",,"36.1049787,",-95.9111995,"SQL,R"
,Business Analyst,CBD College,United States,,"34.062241,",-118.306148,"SQL,R,Java,Tableau"
,VP - Sr. Quantitative Analyst,Webster Bank,"Waterbury, CT 06720",,"41.694295,",-72.6576632,"Python,SQL,R,Tableau,SAS"
,Data Analyst & Process Owner,On-Board Companies,"Rocky Hill, CT 06067",49920,"40.2888469,",-74.5586579,R
,Principal-Quantitative Analyst,People's United Bank,0,,"38.8128935,",-97.613775,"Python,SQL,R,Tableau,SAS,AI"
,Business Analyst - Report Writer,COCC,0,,"44.07136029999999,",-121.3485532,"SQL,R"
,Data Management Analyst- SQL Server,AETNA,0,,"32.9732208,",-96.7244859,"R,Hadoop,Tableau"
,Data Analyst,Yale University,0,,"41.3163244,",-72.9223431,"Python,SQL,R"
,VP - Sr. Quantitative Analyst,Webster Bank,0,,"41.694295,",-72.6576632,"Python,SQL,R,Tableau,SAS"
,SAS Programmer/Analyst,Vaisnavigroup,"New Haven, CT",90000,,,"R,SAS"
,Data Analyst,King University,0,,"36.5870086,",-82.1594526,"SQL,R,Microsoft-SQL-Server"
,Data Resource Analyst,Yale University,0,,"41.3163244,",-72.9223431,"Python,SQL,R,Java,Tableau,SAS,Scala,MATLAB,Microsoft-Office"
,Associate Business Analyst,Voya Financial,0,,"34.7450188,",-92.2755506,"SQL,R"
,Data Warehouse Analyst Sr,LOCKHEED MARTIN CORPORATION,0,,"32.7734789,",-97.4467969,"R,Data-Warehouse"
,Data Analyst,Onward Search,"Hartford, CT",,"42.4845943,",-71.1576101,"SQL,R"
,SAS Data Analyst-Research,J. Morrissey,"Hamden, CT 06514",76000,"41.849783,",-72.6434093,"SQL,R,Java,SAS,Oracle"
,SalesForce - Business Analyst Sales & Quoting,Stanley Black & Decker,"Farmington, CT",,"39.399188,",-76.592345,R
,Software Developer / Business Analyst,Lockheed Martin Corporation,"Stratford, CT 06615",,"32.7734789,",-97.4467969,"SQL,R"
,Business Analyst,Priceline.com,"Norwalk, CT 06860",,"41.093245,",-73.454115,"SQL,R,Tableau"
,Data & Research Analyst,Community Renewal Team,0,,"41.7723665,",-72.6705138,"R,AI"
,Sr. Business Analyst_ Heathcare Domain,Lateral Systems INC,"Hartford, CT",135200,"-33.7973505,",151.2862356,"R,Big-Data,Data-Analysis"
,Business Analyst,Kamis,"Hartford, CT 06105",,"39.1169624,",-77.1990637,
,Business Analyst - Data and Reporting,Yale University,0,,"41.3163244,",-72.9223431,R
,Business Analyst - Data Quality,GSS Infotech,0,,"42.7272903,",-73.8449384,"SQL,R,Oracle"
,Business Analyst,Larsen & Toubro Infotech Limited,0,,"33.0237724,",-96.7942022,SQL
,Business Analyst Intern,Burns & McDonnell,0,,"38.9577957,",-94.5974612,R
,Senior Business Analyst,Wireless Zone - Corporate,0,,"41.6424437,",-72.6743299,R
,Trade Desk Data Analyst,"Performance Trust Capital Partners, LLC","Greenwich, CT 06830",,"41.8823072,",-87.6403847,R
,Business Analyst,Global Atlantic Financial Group,0,,"41.5844433,",-93.6290307,"R,Microsoft-Office"
,Data Analyst,The Execu|Search Group,"Stamford, CT",,"40.7509446,",-73.9738688,"R,Data-Analysis"
,Business Analyst,MassMutual,"Enfield, CT 06082",,"36.9515052,",-94.5344695,R
,Technology Analyst - Big Data,ITL USA,"Hartford, CT",,"33.6722326,",-117.8606401,"Python,R,Hadoop,Java,Hive,Big-Data,Scala,AI,Kafka"
,Supply Chain - Demand Analyst,Jobot,"Brookfield, CT 06804",75000,"33.4584366,",-112.0694707,R
,Supply Chain: Analyst-Buyer/Planner 1,BlueCrest,"Danbury, CT",,"41.4139531,",-73.4171002,"R,Microsoft-Office"
4.1,Supply Chain – Data Analyst,Deutsch Family Wine & Spirits,0,,"41.0502789,",-73.5372074,R
,Supply Chain: Analyst-Buyer/Planner 1,BlueCrest,"Danbury, CT",,"41.4139531,",-73.4171002,"R,Microsoft-Office"
3.6,A2L 2020 - Energy Data Analyst,Aramark,0,,"39.060109,",-94.494801,"R,Microsoft-Office"
3.6,Demand Planner Analyst,Greenfield Global,0,,"44.7351478,",-75.4842981,R
,Data and Performance Analyst,FIDUCIARY INVESTMENT ADVISORS LLC,"Windsor, CT 06095",,"41.87749,",-72.678178,R
4,Business Analyst,Pratt & Whitney,0,,"36.1665545,",-94.1308963,R
,Data Team Analyst,The Nassau Companies of New York.,"Hartford, CT",,"40.7617488,",-73.9740315,"Python,SQL,R,Tableau,Oracle"
,IPO Data Analyst,Renaissance Capital The IPO Expert,"Greenwich, CT",,"41.0265829,",-73.6235849,R
4,Business Analyst,Priceline.com,0,,"41.093245,",-73.454115,"SQL,R,Tableau"
3.5,Operations and Data Analyst,Spectrum,0,,"39.1284116,",-94.6307919,R
4.1,Analyst,Octagon,"Stamford, CT 06925 (Waterside area)",,"40.7687205,",-73.9439269,"Python,SQL,R,Tableau"
3.7,Business Intelligence Analyst Lead Director,"The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",,"33.6563935,",-96.6051915,R
3.1,Defined Benefit Data Analyst,Morneau Shepell,"Hartford, CT 06112",,"41.884137,",-87.632902,R
3.7,FP&A Analyst,Vaco,"Shelton, CT",93600,"35.1030974,",-89.8614191,R
3.6,Business Analyst,Broadridge,"South Windsor, CT 06074",,"32.9670952,",-97.0248106,R
,Business Analyst,"Professional Technology Integration, Inc.","Hartford, CT",,,,R
2.9,Lead Business Analyst,Insurity,"Hartford, CT 06106",,"41.7552451,",-72.6625387,"SQL,R"
3.1,Defined Benefit Data Analyst,Morneau Shepell,0,,"41.884137,",-87.632902,R
3.2,Business Intelligence Analyst,Hartford HealthCare,0,,"41.7661951,",-72.6689499,"SQL,R,Tableau,Oracle"
3.4,Business Intelligence Analyst (Sales),Datto Inc.,0,,"41.1513128,",-73.4256854,"R,Tableau,Oracle"
3.1,Data Support & Solutions Analyst,Remedy Partners,0,,"41.0930242,",-73.4539645,R
3.9,Business Analyst,Cognizant Technology Solutions,0,,"36.3370104,",-94.2215798,R
3.9,Business Analyst - Albertson's/Safeway,Campbell Soup Company,0,,"39.9390315,",-75.1080212,R
4.1,Analyst I,Yale New Haven Health,0,,"41.3020731,",-72.9352096,"R,Tableau,Microsoft-Office"
,Healthcare Business Analyst,NetOrbit,"Bloomfield, CT",,"33.407954,",-111.919168,"SQL,R"
3.6,IT Power BI (Business Intelligence) Analyst - Entry-level,Bob's Discount Furniture,0,,"38.5910089,",-90.5051349,"SQL,R,Data-Warehouse"
3.7,Business Analyst,AETNA,0,,"32.9732208,",-96.7244859,"R,AI"
3.4,Sr. Business Analyst,North Highland,"Hartford, CT 06112",,"38.6857362,",-121.3721745,R
,Senior Sage 300 Consultant / Business Analyst - US Based Rem...,Net at Work,United States,,"40.755035,",-73.991803,R
4.2,Data Analyst- Relocation to Saudi Arabia,Saudi Aramco,United States,,"40.76,",-73.973509,"Python,SQL,R,Java,Tableau,Oracle"
3.7,Business Analyst- Remote Opportunities,Guardian Life Insurance Company,United States,,"33.1038533,",-96.823795,"R,Microsoft-Office"
3.6,Budget & Scheduling Business Analyst (EVMS),Belcan,"Windsor, CT 06095",,"38.6524839,",-90.5537453,"SQL,R"
3,Quality Analyst Sr,"QTC Management, Inc.",United States,,"34.1090729,",-117.8245735,R
,Board Certified Behavior Analyst,"Connec-to-Talk, LLC","Danbury, CT",,"39.380361,",-76.730766,"R,Microsoft-Office"
3.7,Business Analyst (Technical),"CGI Group, Inc.","Farmington, CT 06030",,"33.355946,",-111.974133,R
3.7,Sr. Business Data Analyst,The Hartford,0,,"36.097897,",-95.8526426,"R,Data-Analysis"
3.7,"Sr. Consultant, Business Intelligence Bus Analyst",Travelers,0,,"37.0329906,",-95.6260319,R
3.1,Healthcare Sr. Business Analyst,Tanisha Systems,0,,"40.7484799,",-73.9854245,R
3.7,Senior Business Analyst,AETNA,0,,"32.9732208,",-96.7244859,R
3.7,"Sr Consultant, Data Management (Business Intelligence)",Travelers,0,,"37.0329906,",-95.6260319,"SQL,R,Hadoop,Hive,Big-Data,Data-Analysis"
3.4,Business Analyst (2066),IBKR,0,,"45.5031324,",-73.573983,"R,Microsoft-Office"
3.7,Business Analytics Lead Analyst - Sales and Distribution Ana...,Cigna,0,,"36.1181135,",-95.9072518,"Python,SQL,R,Hadoop,SAS,Oracle"
3.2,Senior Operations Business Analyst,Global Atlantic Financial Group,0,,"41.5844433,",-93.6290307,R
3.7,Business Analysis Lead Analyst,Cigna,0,,"36.1181135,",-95.9072518,R
3.1,Senior Data Governance Analyst,W. R. Berkley Corporation,0,,"41.018681,",-73.6223224,"SQL,R,Data-Warehouse,Microsoft-Office"
3.7,Sr. IT Business Analyst,BIC,"Shelton, CT 06484",,"41.221797,",-73.100385,R
3.7,Technical Business Analyst,Genworth,0,,"36.1049787,",-95.9111995,"SQL,R,Java,Oracle,Data-Warehouse,Microsoft-SQL-Server"
4.1,IT Business Analyst,Munich Re America Services,0,,"40.35030890000001,",-74.5922036,R
3.7,Sr. IT Business Analyst,BIC,0,,"41.221797,",-73.100385,R
3.9,Business Analyst,Cognizant Technology Solutions,0,,"36.3370104,",-94.2215798,R
,Integrations Business Analyst,VeraCore Software Solutions,"Rocky Hill, CT",,"41.7141865,",-72.7940309,R
3.8,Business Analyst - P&C Insurance experience required,Mindtree,0,88750,"29.6504035,",-82.3326745,R
3.7,Business Analyst (Technical),"CGI Group, Inc.",0,,"33.355946,",-111.974133,R
3.5,Business Data Analyst II,Spectrum,0,,"39.1284116,",-94.6307919,"SQL,R,Tableau,Oracle"
3.7,Senior Program Business Analyst - 59056BR,AETNA,0,,"32.9732208,",-96.7244859,"SQL,R"
3.9,Salesforce Business Analyst,Prudential,0,,"36.7499425,",-95.9712234,R
3.4,Audit Senior Data Analyst,Webster Bank,"Southington, CT 06489",,"41.694295,",-72.6576632,"Python,R,Tableau,SAS,Microsoft-Office"
3.6,"Energy Data Analyst - North Haven, CT or Albany, NY",Aramark,0,,"39.060109,",-94.494801,R
3.6,Business Analyst-Legal Services,UnitedHealth Group,0,,"44.973048,",-89.636298,"R,Microsoft-Office"
3.5,Accounting Analyst,Norcom Mortgage,0,,"38.4219709,",-75.0567973,R
,Cyber Security Data Analyst,TranSigma Partners,"Shelton, CT 06484",,"41.2754511,",-73.1289941,"Python,SQL,R,Scripting"
4.1,Payer Audit Business Analyst,Yale New Haven Health,0,,"41.3020731,",-72.9352096,R
4.1,Population Health Business Analyst,Yale New Haven Health,0,,"41.3020731,",-72.9352096,"R,SAS"
3.5,"OCIO Business Analyst, AVP",State Street,0,,"37.09024,",-95.712891,
3.2,Data Quality Application Analyst - IS Finance,Hartford HealthCare,0,,"41.7661951,",-72.6689499,"SQL,R,Data-Analysis"
3.5,Sr. Data and Reporting Analyst,Spectrum,0,,"39.1284116,",-94.6307919,"Python,SQL,R,Hadoop,Tableau,SAS,NoSQL,Oracle"
3.4,Audit Senior Data Analyst,Webster Bank,0,,"41.694295,",-72.6576632,"Python,R,Tableau,SAS,Microsoft-Office"
3.4,Master Data Management (MDM) Data Analyst,Voya Financial,0,,"34.7450188,",-92.2755506,"SQL,R"
3.5,Business Analyst,GSS Infotech,0,,"42.7272903,",-73.8449384,
3.9,Data Governance Analyst,Legg Mason,0,,"41.87903559999999,",-87.6385725,"Python,R,Tableau"
3.3,Analyst- Internal Audit,AVANGRID MANAGEMENT COMPA,0,,"41.2579459,",-73.0015076,R
3.3,Data Systems Analyst,Ellington Management Group,0,,"41.035017,",-73.563423,"Python,SQL"
3.4,Sr. Business Systems Analyst,Voya Financial,0,,"34.7450188,",-92.2755506,"SQL,R,Tableau,Oracle"
2.3,Business Analyst III,SEMA4,0,,"41.0416907,",-73.5321241,"R,Microsoft-Office"
3.4,Data Analytics Intern,Voya Financial,0,,"34.7450188,",-92.2755506,"R,Hadoop,Big-Data"
3.8,Business Analyst,United Technologies Corp. Headquarters,0,,"41.7122183,",-72.8040708,R
3.7,Business Intelligence Consultant,Cigna,0,,"36.1181135,",-95.9072518,"SQL,R,Hadoop,Tableau"
3.9,"AVP, Risk Management System Business Analyst",Synchrony Bank,0,95000,"28.6904059,",-81.4047046,"Python,SQL,R,Java,SAS,Data-Warehouse"
3.6,Business Analyst (JR1008834),Broadridge,0,,"32.9670952,",-97.0248106,R
3.5,Business Analyst - PMO,Spectrum,0,,"39.1284116,",-94.6307919,R
,Business Intelligence/Support Services Specialist,Practical Data Solutions (PDS),"Southbury, CT",,"41.4769222,",-73.214995,"SQL,R,Tableau,Data-Warehouse"
3.4,Senior Commercial Business Analyst,People's United Bank,0,,"38.8128935,",-97.613775,"R,AI"
4.3,"Business Analyst, Academic Analytics",Yale University,0,,"41.3163244,",-72.9223431,R
3.5,Business Analyst,HomeServe USA,0,,"41.1466869,",-73.4272671,"SQL,R"
3.4,"Director, Data & Analytics",Datto Inc.,0,,"41.1513128,",-73.4256854,"SQL,R,Tableau,AWS"
,Senior SAP Business Objects Consultant,GlobalSoft Solutions,Connecticut,,"40.5650188,",-74.3310861,
3.2,Financial Analyst,Hartford HealthCare,0,,"41.7661951,",-72.6689499,"R,Microsoft-Office"
3.1,Data Analyst Sr,Sedgwick,0,,"35.0581179,",-89.7905608,"R,Microsoft-Office"
3.7,Senior Investments Business Analyst,Genworth,0,,"36.1049787,",-95.9111995,"SQL,R"
3.7,Population Health Analyst,Western Connecticut Health Network,0,,"41.45388519999999,",-73.4036975,"SQL,R,Tableau"
4,Data Engineer/Analyst (P3),Pratt & Whitney,0,,"36.1665545,",-94.1308963,"SQL,R,Hadoop,Hive,Oracle,Pig"
2.6,Business Analyst,Paradigm Precision,0,,"33.3641921,",-111.9442085,"R,Microsoft-Office"
4.1,Analyst,Octagon,0,,"40.7687205,",-73.9439269,"Python,SQL,R,Tableau"
3.9,"AVP, Risk Management System Business Analyst",Synchrony,0,95000,"28.6904059,",-81.4047046,"Python,SQL,R,Java,SAS,Data-Warehouse"
3.5,"Assoc Business Process Analyst - Stamford, CT",Spectrum,0,,"39.1284116,",-94.6307919,"SQL,R,Tableau,Microsoft-Office"
2.3,Data Analyst - Pharma LifeSciences,SEMA4,0,,"41.0416907,",-73.5321241,"Python,SQL,R,SAS,AWS,Oracle"
3,Digital Project Manager/Business Analyst,Design Within Reach,"Stamford, CT 06925 (Waterside area)",,"32.8669648,",-96.7740046,R
3,Digital Project Manager/Business Analyst,Design Within Reach,0,,"32.8669648,",-96.7740046,R
