job_title,rating,average,company,reviews,location,desc,datepost
"Analyst, Hair",3.7,0,coty,582,"New York, NY 10118",,30
"Research Analyst, GJNY",3.3,0,Vera Institute of Justice,9,"Brooklyn, NY 11232","Please note that there are two openings for Research Analyst position in GJNY that require different qualifications and responsibilities, and make sure you apply for the right position you would like to pursue.

The Research Analyst in this role will work collaboratively with GJNY staff to conduct qualitative research, including court observations, focus groups, interviews among other responsibilities.

Who We Are
The Vera Institute of Justice, founded in 1961, envisions a society that respects the dignity of every person and safeguards justice for everyone.

We study problems that impede human dignity and justice.
We pilot solutions that are at once transformative and achievable.
We engage diverse communities in informed debate.
We harness the power of evidence to drive effective policy and practice.

We work with others who share our vision to tackle the most pressing injustices of our day—from mass incarceration, racial disparities, and the loss of public trust in law enforcement to the unmet needs of the vulnerable, the marginalized, and those harmed by crime and violence. Vera has offices in New York City, Washington, DC, Los Angeles, and New Orleans. Vera is an equal opportunity employer with a commitment to diversity in the workplace—specifically, we value diverse experiences with regard to educational background and justice system contact. We hire employees that reflect our values: respect, independence, collaboration, and commitment.

Greater Justice New York
The Vera Institute of Justice is an independent, nonprofit organization that combines expertise in research, technical assistance, and policy to transform the systems people rely on for justice and safety. We envision a society that respects the dignity of every single person and are fighting to realize this every day. Our priorities are to secure equal justice, end mass incarceration, and strengthen families and communities around the country.
We are looking for a researcher to join our Greater Justice New York (GJNY) team. GJNY was launched as an interdisciplinary effort to tackle the drivers of mass criminalization and mass incarceration in New York. New York State is a microcosm of the landscape of incarceration across our country—arrests and the number of people in jail in large, urban areas like New York City are declining while a quiet but significant incarceration boom is under way in more rural, less populated parts of the state. We use research, policy, and advocacy to shine a light on injustices in all areas of the state and in all aspects of the criminal system—from bail to sentencing, parole, fines and fees, and more—and drive change through piloting innovative solutions and providing technical assistance. Our vision is a leaner, fairer, and more effective justice system where incarceration is the last resort, not the default, across all 62 counties of New York State.

What you'll be working on
New York State recently passed a historic set of reforms to our existing bail laws that go into effect on January 1, 2020. These reforms have the potential to transform many aspects of the criminal system, especially the bail decisions made in the courts and the number of people in jail pretrial. An evaluation of the process in which the new bail laws are implemented in local practices and their impact on local communities are key to identifying next steps of the reform. We are hiring a research analyst to play a key role in an ambitious, three-year evaluation study of these reforms, with a focus on six counties outside of New York City. The goal of our project is to document how the new bail laws are implemented, measure their impact on local communities, and examine any challenges to successful implementation and unintended consequences that arise.

Who you are
You are passionate about social and racial justice, motivated to drive change, and unafraid to challenge the status quo. You are enthusiastic, collaborative, curious, and kind. You have excellent chops in qualitative research and are willing to be nimble and work across multiple projects, often at the same time. The idea of working on a team of people who come from diverse backgrounds and perspectives inspires you. You either know New York State (and not just New York City) well, or you are truly excited to get to know all corners of our state. You care deeply about racial equity—in your research, your work, with your colleagues, and around the office.

In this role, you will:
Work collaboratively with GJNY staff to conduct qualitative research, including court observations, focus groups, and interviews;
Collect, clean, maintain, and analyze data;
Assist in managing research engagements with local justice system agencies, community members, and people who are directly impacted by the criminal system;
Assist in the design and deployment of data collection instruments and surveys;
Assist with grant proposal preparation;
Conduct literature reviews and distil key findings into memos; and
Assist in other GJNY projects and tasks.

What qualifications do you need?
Bachelor's degree in social science including but not limited to sociology, criminal justice, history, criminology, public policy, and two years of relevant work experience; or a Master's degree in a related discipline;
Experience in qualitative research including designing and conducting interviews, focus groups, and observations;
Experience with a statistical analysis package, such as Stata or R;
Excellent writing skills;
Ability to be flexible, multi-task, prioritize, and manage multiple activities in a fast-paced environment;
Interest in working with program and research staff in Vera's strongly collaborative, multi-disciplinary environment;
Ability to work effectively with a diverse array of people and positions, including government officials, criminal justice system personnel, practitioners, people who are directly impacted by the CJ system; and
Interest and excitement to travel frequently outside of New York City.

 When you join our team
You can expect to work with a team of amazing people who have tenacity, are creative, scrappy, and are committed to getting the work done. Why? Because our work is urgent, impactful, and more important than ever.
You can count on doing solutions-oriented and policy-driven research that is innovative and fulfilling. We ask difficult questions and entertain unconventional answers so we can reckon with the uncomfortable truths of our work.
You will have a gym membership you can't turn down, great benefits, and work-life balance. Driving meaningful change is hard work. But we also know that you have a life, places to go, and people to see.

How to apply
Please submit cover letter and resume. Applications will be considered on a rolling basis until the position is filled.
Online submission in PDF format (through Vera's careers page) is preferred.
If necessary, materials can be faxed or mailed to:

ATTN: Human Resources / GJNY Research Analyst
Vera Institute of Justice
34 35th St, Suite 4-2A,
Brooklyn, NY 11232
Fax: (212) 941-9407

Please use only one method (online, mail or fax) of submission.
No phone calls, please. Only applicants selected for interviews will be contacted.

Vera is an equal opportunity/affirmative action employer. All qualified applicants will be considered for employment without unlawful discrimination based on race, color, creed, national origin, sex, age, disability, marital status, sexual orientation, military status, prior record of arrest or conviction, citizenship status, current employment status, or caregiver status.

Vera works to advance justice, particularly racial justice, in an increasingly multicultural country and globally connected world. We value diverse experiences, including with regard to educational background and justice system contact, and depend on a diverse staff to carry out our mission.

To learn more about Vera please visit www.vera.org.
JJFIbKBvJx",18
Marketing Analyst,4.1,0,Codecademy,12,"New York, NY",,30
Director of Data Analytics and Research,3.5,0,New York City Department of Correction,350,"Queens, NY",,30
Business Analyst,,0,,,,"NYCERS is seeking a Business Analyst with a technical background and superior analytical skills. The Candidate will be a business liaison between the Business Units and IT. The BA is expected to forge strong working relationships between the Business clients and the technology groups in support of the Business Process Re-engineering and Process Improvement Recommendations (PIR). Duties will include leading business process discussions, requirements gathering (elicitation, documentation, and management); identifying disparate and overlapping current and future state workflow requirements; evaluating solutions that most effectively meet the needs of the business; assisting with the Quality Assurance (QA) Testing; and leading the User Acceptance Testing (UAT) efforts. Candidates must be flexible enough to grasp new concepts and paradigms very quickly, present technical and business concepts to Executives, and should be prepared to “out of the box” when necessary.

Primary Responsibilities:
Meet with Division Directors and staff to understand business processes and document operational requirements into
Business Requirements Documents
Ability to facilitate meetings with Division Directors and staff to determine and prioritize their business requirements and the impact of these requirements on existing applications and workflows.Participate in the testing of various NYCERS applications.Provide subject matter expertise to the team throughout the life of a projectSupervise day-to-day operations in the absence of Unit Manager.


Minimum Qual Requirements

1. A master's degree in computer science from an accredited college and three years of progressively more responsible, full-time, satisfactory experience using information technology in computer applications programming, systems programming, computer systems development, data telecommunications, database administration, planning of data/information processing, user services, or area networks at least 18 months of this experience must have been in an administrative, managerial or executive capacity in the areas of computer applications programming, systems programming, computer systems development, data telecommunications, data base administration, or planning of data processing or in the supervision of staff performing these duties; or

2. A baccalaureate degree from an accredited college and four years of experience as described in ""1"" above; or

3. A four-year high school diploma or its educational equivalent approved by a State's department of education or recognized accrediting organization and six years of experience as described in ""1"" above; or

4. A satisfactory combination of education and experience equivalent to ""1"", ""2"" or ""3"" above. However, all candidates must have at least a four-year high school diploma or its educational equivalent approved by a State's department of education or recognized accrediting organization and must possess at least three years of experience as described in ""1"" above, including the 18 months of administrative, managerial, executive or supervisory experience as described in

""1"" above.

Qualification Requirements (continued)

NOTE: The following types of experience are not acceptable: superficial use of preprogrammed software without complex programming, design, implementation or management of the product; use of word processing packages; use of a hand held calculator; primarily the entering or updating of data in a system; the operation of data processing hardware or consoles.


Preferred Skills

5+ years in a Business Analyst role: experience gathering business requirements and assessing impact on current application landscape in a retirement system environmentAbility to define project scope and technical specifications, facilitate the collection of technical, operational or business requirements, set milestones to successful completionWorkflow experienceFileNetMainframe CICS (Customer Information Control System) Transaction ExperienceKOFAXExcellent interpersonal skills including negotiation, problem resolution and customer serviceOutstanding performers will have high-level business expertise, be able to multi-task, be pro-active in project planning and requirements gathering, set and maintain multiple priorities, and communicate effectively with people regardless of their technical skill setOutstanding written and verbal communication skills including the ability to establish goals and set clear expectations, prioritize activities and follow through to completionExperience with software development life cycle and application release management requiredExpertise with Microsoft Word, Project, Excel, Visio & PowerPointExperience in making presentations to upper management, with the proven ability to present complex ideas clearly and persuasivelyExcellent problem solving skills, and the ability to interact with all levels of technical and non-technical staff.Understanding in Human Factor as it relates to user friendly design of interfaces, maximize usability, and improvement of worker efficiency


To Apply

Please click the ""apply"" button and submit your resume and cover letter, indicate Job ID 314644.

Note: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate on your resume or cover letter that you would like to be considered for the position under the 55-a Program.


Work Location

335 Adams Street, Brooklyn NY


Residency Requirement

New York City Residency is not required for this position",30
Lead Data Analyst,3.6,0,EmblemHealth,579,"New York, NY 10041","Analyze, calculate, validate and reconcile Medicare Part D Prescription Drug Event (PDE) files. Partner with other Emblem and Pharmacy Benefit Manager (PBM) to ensure timely and accurate PDE file submissions. Participate in related audits, make recommendations to improve PDE results, and prepare actionable reports used by leadership to monitor and oversee PDE submission and Part D financial payment accuracy. Maintain a current understanding of CMS guidance on PDEs and Emblem customers’ Part D coverage and benefit plans in order to accurately analyze Part D claims and PDE data and supports all components of PDE data and Part D financial payment reconciliation.

Responsibilities:
Lead PDE resolution activities with minimal 99.95% acceptance rate target.
Work across the organization to identify and resolve the issues causing PDE errors.
Proactively manage day-to-day PDE activities and hold/lead meetings with Emblem Enrollment Team and PBM for timely solutions.
Perform timely analysis and reconciliation of PDE entries rejected by CMS, including adjustments related to eligibility, accumulators, cost sharing, gap discounts and LICS (low income subsidy) status.
Identify gaps in the benefit and formulary design structure to ensure prompt resolution of all setup issues that impact claims adjudication and therefore PDEs.
Review PDE error reports and analyze pharmacy claims and PDE reject data as needed to identify root cause of PDE errors.
Establish a positive working relationship with other Emblem Enrollment and PBM teams to timely resolve errors and correct/adjust PDE records.
Understand PBM’s PDE process to align the PDE fixes/updates with PBM’s timelines.
Understand eligibility feed process to assist with identifying potential issues and report them to timely.
Ensure continuous improvement of Part D claims and PDE accuracy through root cause analysis of errors and recommending systems and procedure enhancements as appropriate.
Assist in project management tasks (e.g., prepare business and technical requirements for error resolution, project status updates, checklists, and timelines of key stages to complete corrective actions).
Troubleshoot Acumen Tickets related to PDE issues.
Ensure successful adherence to annual CMS deadlines, and internal timelines for PDE reconciliation, reporting, testing, and corrections.
Participate in Medicare Part D financial audits, as needed.
Perform timely download, compilation, reconciliation and maintenance of PDE related guidance, data and reports, including:
CMS files (e.g., PDE guidance memos, CSSC training, Acumen tickets)
PDE monitoring reports (e.g., PDE FIN report, PDE Management Reports, and PDE Error reports).
PDE data (e.g., CMS response files, CMS rejects, PBM pre-edit rejects)
Process PDE response files and reject data in SAS, compile and maintain outputs in SAS PDE databases to be used for reporting and analyses.
Validate and reconcile PDE data to PDE financial and management reports.
Prepare and maintain actionable PDE dashboards and reports for leadership to be used in monitoring and overseeing PDE submission and Part D financial payment accuracy. Examples include:
Bi-monthly and Monthly PDE errors and acceptance rate dashboard and summary reports
PDE and Part D Financial payment reconciliation
Summary of PDE Acumen ticket findings, member impact, and corrective actions
Updates to Emblem Compliance Online Monitoring Tool/Reports for PDE metrics
Summary of PDE related audit findings, member impact, and corrective actions
Summary CMS guidance updates on PDE calculations and reporting rules
Prepare other Part D reporting, as needed (e.g., HPMS reporting, Annual Part D Direct and Indirect Remuneration reporting, PDE reports requested by other Emblem teams and approved by PDE Task Force Leaders).
Assist in development of PDE submission, reconciliation, and analytics standards related documentation and training materials.
Review and monitor CMS guidance.
Maintain current understanding of the following PDE-related topics:
PDE calculation and reporting rules
Medicare Part D coverage rules (e.g., Defined Standard Benefit, Employer Group Waiver Plans)
Part D financial payment rules (e.g., Coverage Gap Discount Program, LICS subsidy, Reinsurance subsidy)
Serve as subject matter expert for PDE-related topics (above) and participate in interdepartmental meetings and PBM conference calls.
Assist management on special projects.
Support New Plan Year implementation testing.
Support CMS audits.
Support financial statement audits.
Provide support to cascaded projects and goals.
Regulatory Reporting:
456Medicaid Managed Care Operating Report
Special Investigation Unit reports
Retiree Drug Subsidy Reports for USA, NYSHIP, MTA
Other reports:
OMT
Upload and analyze cash receipt rebate files from ESI
STARS and PPA reports
ALPHA GH3, NonGH3, CCI Medicare, CCI HIX/Commercial table creation and maintenance
Inpharmative data analysis and manipulation until vendor is sunset
Various Ad Hoc Reports
Other activities, including creating guides and training new team members.
Qualifications:
Bachelor’s degree in Business, Finance, Health Administration, Math, Sciences, or IT from a four-year college or university
Master’s Degree a plus but not required
Minimum of four (4) to six (6) years’ experience in data analytics required; related experience in a PBM or Managed Healthcare setting preferred
Strong expertise with MS Office tools (including Access and Excel) is required
Programming experience or working knowledge of SAS or Oracle/SQL queries is preferred
Effective verbal and written communication skills is required
Experience working with Medicare Part D is preferred
Reporting/Business Intelligence experience is preferred
Understanding of financial concepts, claims processing concepts and knowledge of healthcare operating systems is preferred",3
Senior Forensic Data Analyst,4.3,0,New York University,991,"New York, NY","Position Summary
The Senior Forensic Data Analyst is responsible for performing ongoing monitoring of key financial transactions, maintaining the department’s data analytics program, analyzing documents and identifying non-compliant or potentially fraudulent transactions. The Analyst will identify and communicate observations to Internal Audit leadership and draft observations and recommendations in clear and concise reports. The candidate must possess strong communication and analytical skills, adapt to changing environments, be self-motivated, be detail oriented, understand accounting and business processes and be a team player.
Qualifications
Required Education:
Bachelor's Degree Accounting, Computer Science, Management Information Systems or other related fields.

Required Certification:
CPA, CFE, or CIA

Preferred Education:
Master's Degree Accounting, Business Administration, Finance or other related fields.

Required Experience:
3+ years Big four public accounting experience or other top consulting and advisory firms. Experience delivering forensic consulting services, specifically fraud risk management and/or investigations, at large multinational companies and/or higher education institutions. Working with forensic teams using fraud detection technologies and data analysis tools.

Preferred Experience:
working understanding of accounting systems and principles, and business processes. Experience in risk/compliance assessments or data science.

Required Skills, Knowledge and Abilities:
Strong problem solving, use of judgment and strategic mind-set with ability to challenge current processes and generate solutions. Highly organized with attention to detail to drive accuracy. Strong analytic skills and experience in staging and analyzing structured datasets, especially transactional data from financial systems. High proficiency in Microsoft applications, such as Access, Excel, and Power BI.

Preferred Skills, Knowledge and Abilities:
Proficiency with data analytic tools (e.g., Alteryx and Microsoft BI) and visualization tools (e.g., Tableau), is a plus. Experience obtaining social media data and applying to investigative procedures.
Additional Information
NYU aims to be among the greenest urban campuses in the country and carbon neutral by 2040. Learn more at nyu.edu/sustainability.

EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity",30
Business Analyst,3.7,0,Virtusa,621,"New York, NY","65533 Delivery of the end to end Business requirements covering business process, application, data, security, upstream downstream systems (channel integration web mobile) and technology architecture.

65533 Documenting of the functional and non functional requirements.

65533 Define functional requirements convert them into architecture highlevel design documents clearly depicting the impact on various systems and associated interfaces
65533 Serves as subject matter expert for initiatives involving Payments Cash Management
65533 Serves as subject matter expert for initiatives involving Tokenization, SSO Single sign on, User Access controls, Authentication Authorization.
65533 8+ years65533 experience assisting business team with implementing similar projects Tokenization, SSO Single sign on, User Authentication Authorization.
65533 Helps in understanding and documenting rules related different Session Management.
65533 Knowledge of full SDLC and previous experience working in Agile is a plus
65533 Excellent written and oral communication skills with the ability to clearly communicate ideas to diverse business and technical audiences.
65533 Testing, including the creation of test scenarios, test data and understanding of outcomes


Primary Location: US-NY-New York
Schedule: Full Time
Employee Status: Individual Contributor
Job Type: Experienced
Travel: No
Job Posting: 01/10/2019, 11:09:12 AM",24
Business Analyst : Reference Data/Securities Data,,0,,,,"Job Description

Most critical skills:
Data Analysis
SQL
Capital Markets experience/knowledge – preferably in securities reference data

Job description
Financial Data Modeling
Consult with subject matter experts and developers to reverse engineer and document legacy system functions
Independently query and analyze unstructured data from multiple relational databases in order to:
Diagnose data quality issues.
Assess system impacts for upcoming changes.
Define data processing rules.
onduct functional testing.
Work closely with IT and Operations partners.
Work closely with upstream data vendors (internal and external to Banking).
Independently manage assigned projects.
Participate in weekly change management forums.
Required Skills
 Bachelor's degree, specialized training or equivalent work experience
Working experience of 6 years minimal as Business Analyst
Financial Knowledge on Securities/Products.
Data analysis and mapping (able to query data, analyze and map)
Data Oriented with an excellent attention to detail
Experience working closely with IT Project managers and development teams
Experience/understanding of business process reengineering and business modeling concepts, business systems development and analysis
Strong analytical skills and writing skills, including solid experience in writing functional and technical specifications
Excellent verbal communication skills with the ability to be assertive
Ability to focus on high quality work while under pressure
Preferred Skills
Project management/lead experience
Background in reference data with a focus on securities and pricing
Knowledge of MS Office, Visio
SQL knowledge
Experience with vendor product implementation,Qualifications

null

Additional Information

All your information will be kept confidential according to EEO guidelines.",21
Data Visualization Consultant,4,0,Accenture,17,"New York, NY 10011","Job Title: Data Visualization Consultant
Job Description Overview
We Are:
Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.


You Are:
A data visionary—literally! As a digital business integration pro, you’re fascinated by data, no matter where it comes from. Your superpower? Leading data visualization efforts by creating crystal clear, compelling visualizations of data in clients’ standard platforms—then teasing out and sharing insights from that data. You have top-notch communication skills and you’re in your element managing projects and juggling priorities in a fast-paced setting where results are everything.


The Work:
Build powerful, stand-out visualizations of process and business operations data
Grasp users’ needs and translate them into business and technology solutions
Consult on and help with the making of creative data visualization to give users the best experience possible
Prototype and build new ideas and take part in all stages of the product lifecycle from research to release
Help migrate users’ homegrown data visualization applications to enterprise standard
Analyze “as is” and “to be” processes to define system/technology/business requirements
Be ready to rack up those air miles with weekly travel to client sites


Here’s What You Need:
Minimum 2 years of design or development experience with 2 or more of the following data visualization tools; Tableau, Qlik or PowerBI
Minimum 2 years visualization design experience to include dashboards, executive briefings, or front-end visualizations
Minimum 1 year of data technology experience to include Business Intelligence tools, methodologies, and/or responsibilities (for example, Extract, Transform and Load (ETL) and/or Business Intelligence Reporting)
Proven ability to solve complex business problems using BI tools
Minimum of a bachelor's degree or 2 years of hands-on data visualization experience,Bonus Points If:
You have custom data visualization experience using Javascript, CSS, HTML5 and/or d3.js
You have experience with Business Intelligence and/or Data Management project work and toolsets, such as: master data management (i.e., Informatica MDM), data governance, ETL (i.e., Informatica, DataStage, Ab Initio), business intelligence reporting (i.e., Business Objects, Cognos, MicroStrategy), other data visualization toolsets (i.e., Tableau, Spotfire, Qlik, PowerBI).
You have full life cycle development experience
You have industry experience (financial services, resources, healthcare, government, products, communications, high tech)
You’re a pro with Platforms (Teradata, IBM, TM1, Netezza, DataMirror, Oracle, Essbase, GoldenGate, EMS, Greenplum)
You have previous consulting experience
You have experience leading technical teams


Accenture Overview
We are a global collective of innovators applying the New every day to improve the way the world works and lives. Help us show the world what’s possible as you partner with clients to unlock hidden value and deliver innovative solutions. Empowered with innovative tools, continuous learning and a global community of diverse talent and perspectives, we drive success in a new business architecture that disrupts conventional practices. Our expertise spans 40+ industries across 120+ countries and impacts millions of lives every day. We turn ideas into reality.


Important information
Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture.

Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

Accenture is committed to providing veteran employment opportunities to our service men and women.

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.",16
EpicCare Analyst,4.1,0,NYU Langone,1,"New York, NY","NYU Langone Health is a world-class, patient-centered, integrated academic medical center, known for its excellence in clinical care, research, and education. It comprises more than 200 locations throughout the New York area, including five inpatient locations, a children's hospital, three emergency rooms and a level 1 trauma center. Also part of NYU Langone Health is the Laura and Isaac Perlmutter Cancer Center, a National Cancer Institute designated cancer center, and NYU School of Medicine, which since 1841 has trained thousands of physicians and scientists who have helped to shape the course of medical history. For more information, go to nyulangone.org, and interact with us on Facebook, Twitter, YouTube and Instagram.

Position Summary:
We have an exciting opportunity to join our team as a EpicCare Analyst.

In this role, the successful candidate Position Summary:The EpicCare Analyst is responsible for in-depth knowledge of assigned Epic System software. He/she conducts regular day-to-day communication, reviews the software, demonstrates a deeper understanding of business operations, and works with Epic, the Project Team(s), NYULMC Business Representatives/Subject Matter Experts, and end users to tailor the system to fit the organizations needs. The Epic Systems Analyst 2 routinely performs in-depth analysis of workflows, data collection, report details, and other technical issues associated with the use of Epic software; is responsible for developing and documenting the internal procedures that will be used in conjunction with Epic applications; and will design, build, test, install and maintain those solutions. The Systems Analyst 2 is expected to use critical thinking skills in providing systems solutions to meet business needs.

Job Responsibilities:

Work with Application Managers/Directors/etc. and the entire Project Team, to collect, analyze and document business operations and workflow.
Complete all tasks in a timely manner with accurate documentation.
Collaborate effectively with Epic using Sherlock or other appropriate tools.
Collaborate effectively with colleagues and across teams to achieve the completion of tasks.
Troubleshoot problems and address questions from users, and provide on-call support on a rotating basis.
Make recommendations, review and test changes, enhancements, and each new release as assigned.
Ensure the test scripts have been created, reviewed, and updated to reflect proposed workflow solutions.
Analyze data conversion needs.
Support the training team by keeping trainers abreast of new functionality and system changes.
Communicate effectively across all impacted teams associated with task assignments.
Analyze new functionality in new releases to identify impact.
Demonstrates an understanding of interface requirements and testing.
Provide assigned on-site support during go-lives and system upgrades.
Ensures all quality assurance processes are followed, including change management and testing efforts.
Actively participate and contribute in meetings, including supporting meeting facilitation.
Participate in disaster recovery measures.
Minimum Qualifications:
To qualify you must have a Effective oral, written communication and follow-up skills. Strong interpersonal relationship skills. Strong desktop tool usage including Word, Excel, and PowerPoint. Self-motivated, detail-oriented , problem solver. Requires 1-3 years of relevant experience and BA/BS Degree or equivalent. Must maintain certification in at least 1 Epic application. Minimal implementation and/or support experience desired.

Preferred Qualifications:
Preferred Qualifications:Healthcare experience desirable but not required.

Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Langone Health provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU Langone Health is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.
If you wish to view NYU Langone Health's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.
Required Skills

Required Experience",30
PeopleSoft Business Analyst,3.1,0,MetroPlus Health Plan,131,"New York, NY 10038","Marketing Statement
MetroPlus Health Plan provides the highest quality healthcare services to residents of Bronx, Brooklyn, Manhattan, Queens and Staten Island through a comprehensive list of products, including, but not limited to, New York State Medicaid Managed Care, Medicare, Child Health Plus, Exchange, Partnership in Care, MetroPlus Gold, Essential Plan, etc. As a wholly-owned subsidiary of NYC Health + Hospitals, the largest public health system in the United States, MetroPlus’ network includes over 27,000 primary care providers, specialists and participating clinics. For more than 30 years, MetroPlus has been committed to building strong relationships with its members and providers to enable New Yorkers to live their healthiest life.
Position Overview
 Supporting PeopleSoft v.9.x. Financials (General Ledger, Payables, Purchasing, Fixed Asset Accounting and Expenses) and local interfaces to and from these systems. Work on production support, development and enhancement requests. Responsible for the collection, analysis and documentation of a client’s business requirements.
Job Description
Serves as a coordinator of enhancement efforts which may involve other teams.
Participates in planning sessions to implement process improvement within an assigned area. Documents discussions and agreements.
Understands Finance’s priorities of projects and requests. Assesses needs utilizing a structured requirements process (gathering, analyzing, documenting, and managing changes) to prioritize immediate business needs and recommend options, risks and cost vs. benefits.
Develops, writes, and communicates business requirements for the implementation of business solutions. Works with MIS to provide technical assistance when needed.
Develops user test cases and validates test results during user acceptance testing.
Investigates, resolves and escalates problems.
Participates/Coordinates the relevant application’s role in the context of larger MIS projects (i.e. Business Continuity, RBAC, etc.).
Follow MHP MIS policies and procedures, e.g., change management, request management and related procedures.
Other duties as assigned
Minimum Qualifications
At least 2-4 years’ work experience with PeopleSoft Financials (General Ledger) and experience with query, tree designer and tree manager.
Knowledge of project life cycle skills, emphasis on requirements definition and testing.
Trouble-shooting/Analytical skills: analytical ability to find the business rules as captured in data attributes, and vice versa.
Formal documentation skills: business and functional requirement documents.
Strong Verbal/Written communication skills.
Client focus/Service orientation.
Must be able to manage multiple efforts concurrently, be flexible in responding to business changes, and be able to operate effectively in a fast-paced environment.
Desired/Plus: Knowledge of technical concepts, including good working experience with SQL for data analysis.
Knowledge of PS Payables, Purchasing, Asset Management and Expenses and HRMS.
Knowledge of and experience with Power BI, Excel and PS workflow.
BUSINESS KNOWLEDGE
Required/Must have:
Knowledge of accounting principles (i.e. GAAP).
Can operate within broad guidelines without close supervision.
Licensure and/or Certification Required
NONE
Professional Competencies
Integrity and Trust
Customer Focus
Functional/Technical skills
Written/Oral Communication
Strong use of concepts: Understands a situation or problem by putting the pieces together, seeing the larger picture. This includes identifying patterns or connections between situations that are not obviously related, identifying key or underlying issues in complex situations, using creative conceptual, inductive reasoning to apply existing concepts to define innovative ideas. More intuitive than rational approach of situations or problems by first trying to find the abstract meaning of things rather than the concrete nature.
Analytical capability: Able to break down complex problems into simple manageable units, develops solutions for each unit, and integrates them back into the whole. Can absorb ideas quickly and apply them pragmatically.
Adaptability: Able to adjust to new environments, work effectively in varied situations and function in changing circumstances with a minimum of confusion or loss of productivity.
Results oriented: Setting goals and priorities that maximize the use of resources available to consistently deliver quality results.
Strong interpersonal effectiveness: Is self-aware of own behavior and work style, as well as tolerant of different needs and viewpoints. Demonstrates interest in other’s opinions and shows consideration, concern and respect for other people’s feelings.
How To Apply
If you wish to apply for this position, please apply online by clicking the ""Apply Now"" button or forward your resume, noting the above Job ID #, to:

MetroPlus Health Plan
Human Resources Department
160 Water Street 8th Floor
New York, NY 10038
Attn: Recruitment Unit",30
Business Analyst,2.7,0,,,,,
Business Analyst,,0,,,,"Category: Management
Location: New York, NY

Business Analyst to analyze various management problems in corporate functions (finance, IT, legal, HR, etc.). Manage projects, Analyze requirements, costs & deliverables. Engage in Change Control & Risk Management. Interact with Development and Production teams. Require Master’s Degree in Business, Management, Law, or related field; 2 years of experience; sound understanding of analytical principles & SDLC methodologies such as Agile, Scrum & Waterfall; ability to negotiate & resolve conflicts; proficiency in MS Excel, Project & Visio, operating systems, database tools, etc.

Please submit your resume to our HR Department at recruiter@abvnbyond.com",9
