job_title,rating,average,company,reviews,location,datepost,lat,lon,skills
Data Analyst,,0,Dime Community Bank,18,"Brooklyn, NY",30,40.6501038,-73.9495823,"SQL,Tableau"
Policy Analyst- Data,,0,New York City TAXI & LIMOUSINE COMMISSION,21,"New York, NY 10004",30,40.7127281,-74.0060152,R
Master Data Analyst,,0,"DVF Studio, LLC",44,"New York, NY 10014",30,40.7127281,-74.0060152,R
Data Analyst- Pricing,,0,Shake Shack,815,"New York, NY 10014",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau"
IT Data Analyst,,0,Workforce Opportunity Services,31,"Long Island City, NY",30,40.7415237,-73.9571276,"Python,SQL,R"
Legal Data Analyst,,0,Bloomberg,755,"New York, NY",30,40.7127281,-74.0060152,
Summer 2020 Data Science Internship at The Wall Street Journ...,,0,Dow Jones,198,"New York, NY 10176",30,40.74123595,-73.35669117,"R,Big-Data,AI"
Tracking and Monitoring Data Analyst,,0,New York City ADMIN FOR CHILDREN'S SVCS,391,"New York, NY 10038",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau"
"Data Analyst, Special Investigations Unit",,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,
Data Quality Analyst,,0,CAPCO,138,"New York, NY 10271",30,40.7127281,-74.0060152,"Python,SQL,R"
Data Research Analyst,,0,Columbia University,962,"New York, NY",30,40.7127281,-74.0060152,
"Data Analyst, CIJ",,0,Vera Institute of Justice,9,"New York, NY 10279",30,40.7127281,-74.0060152,"SQL,R,Tableau,Microsoft-Office"
Data Scientist / Quantitative Analyst,,0,,,,30,0,0,"SQL,R"
Data Analyst,,0,ACA Compliance Group,6,"New York, NY 10018",30,40.7602435,-74.0028752,
Data Analyst,,0,,,,30,0,0,"SQL,R,AI"
"Research Analyst, Research Transparency, Data Ethics, and Go...",,0,Innovations for Poverty Action,21,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau,SAS"
"Sr Data Analyst, Go-Live",,0,,,,30,0,0,"SQL,SAS"
Tableau Developer/Data Analyst,,0,,,,30,0,0,
Associate Data Transformation Analyst,,0,,,,30,0,0,"R,Microsoft-Office"
Summer 2020 Data Reporting Internship at The Wall Street Jou...,,0,Dow Jones,198,"New York, NY 10176",30,40.74123595,-73.35669117,
Data Analyst,,0,New York University,991,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau,SAS,Microsoft-Office"
"Analyst, Corporate Banking Financial Institutions Group, BCM...",,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,"SQL,R,Java"
Senior Data Analyst,,0,BuzzFeed,44,"New York, NY 10013",30,40.7127281,-74.0060152,"R,Tableau"
Data Quality Analyst,,0,UBS,1,"Weehawken, NJ 07086",30,40.7695457,-74.0204177,"SQL,R,SAS"
Data Analyst,,0,Compass,976,"New York, NY 10010",30,40.7392225,-73.97336,"Python,SQL,R,Tableau"
Data Analyst - Cardiology,,0,Columbia University,962,"New York, NY",30,40.7127281,-74.0060152,
Data Intelligence Analyst,,0,Consumer Reports,11,"Yonkers, NY 10703",30,40.95549432,-73.88161358,"R,Tableau"
Senior Data Analyst,,0,Bank of America,28,"New York, NY 10038",30,40.7127281,-74.0060152,"SQL,R,SAS,Microsoft-Office"
Associate Data and Research Analyst,,0,Columbia University,962,"New York, NY",30,40.7127281,-74.0060152,R
Junior Data Analyst,,0,,,,30,0,0,"R,AI"
Data Analyst,,0,Nomad Health,3,"New York, NY",30,40.7127281,-74.0060152,"R,Microsoft-Office"
Data Analyst/Data Scientist (2020 Start) - Analytics - Multi...,,0,Charles River Associates,15,"New York, NY 10018",30,40.7602435,-74.0028752,"Python,SQL,R"
Data Analyst,,0,Montclair State University,315,"Montclair, NJ 07043",30,40.8164458,-74.2210643,
"Pharmacy Data and Reporting Analyst, Amida Care",,0,Express Scripts,3,"New York, NY 10261",30,40.74123595,-73.35669117,"SQL,R"
Data Solutions Analyst,,0,SocialCode,13,"New York, NY",30,40.7127281,-74.0060152,
Education Analyst,,0,New York City TAXI & LIMOUSINE COMMISSION,21,"New York, NY 10004",30,40.7127281,-74.0060152,R
Marketing Communications Data Analyst,,0,Latham & Watkins LLP,119,"New York, NY 10022",30,40.7607161,-73.9669623,"R,Tableau"
Data & Operations Intern,,0,SoftInWay Inc.,4,"New York, NY",30,40.7127281,-74.0060152,R
"Data Analyst, Bureau of Tuberculosis Control",,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Queens, NY",30,40.6524927,-73.79142142,
Data Quality Analyst,,0,Acacia Network,194,"Bronx, NY",30,40.85048545,-73.84040356,R
Senior Data Analyst,,0,Estée Lauder Companies,1,"Long Island City, NY 11109",30,40.7415237,-73.9571276,
Data Analyst,,0,NYU Langone,1,"New York, NY",30,40.7127281,-74.0060152,"R,Oracle"
Scientific Informatics Analyst,,0,Accenture,17,"New York, NY 10011",30,40.7127281,-74.0060152,"R,Microsoft-Office"
BUSINESS DATA ANALYST,,0,Guardian Debt Relief,3,"New York, NY",30,40.7127281,-74.0060152,
"Analyst, Clinical Data",,0,Northwell Health,1,"Manhasset, NY 11030",30,40.7978787,-73.6995749,R
Senior Data Analyst,,0,Harry's,13,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,SAS,AWS"
Analyst,,0,Klarna,5,"New York, NY",30,40.7127281,-74.0060152,
AML Data Analyst,,0,,,,30,0,0,
Product Analyst,,0,viagogo,49,"New York, NY",30,40.7127281,-74.0060152,"SQL,R"
Client Healthcare Data Analyst,,0,,,,30,0,0,"Python,SQL,R,Tableau,Oracle,Microsoft-SQL-Server"
Healthcare Analyst - Encounters Data,,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,
"Data Analyst, Harlem Neighborhood Health Action Center",,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Manhattan, NY",30,40.7896239,-73.9598939,
Epic HIM Analyst,,0,NYU Langone Health,1,"New York, NY 10016",30,40.7493074,-73.9794185,
Clinical Data Analyst,,0,ProHEALTH Medical Management,42,"Lake Success, NY",30,40.7706572,-73.7176312,"SQL,R,Java,Oracle"
Policy Analyst,,0,New York City TAXI & LIMOUSINE COMMISSION,21,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,R"
Clinical Data Analyst- Per Diem,,0,Northwell Health,1,"Glen Oaks, NY 11004",30,40.7470463,-73.7115199,"SQL,R"
NYC Health Justice Network-Data Analyst (posted: 8/21/19),,0,,,,30,0,0,
Higher Education Data & Policy Analyst,,0,,,,30,0,0,
3464 - Data Analyst,,0,IQVIA,1,"Parsippany, NJ",30,40.8578772,-74.4259866,"SQL,R,Tableau,AI"
EpicCare Analyst,,0,NYU Langone Health,1,"New York, NY 10016",30,40.7493074,-73.9794185,"SQL,Tableau"
Research Analyst,,0,Tastemade,9,"New York, NY 10007",30,40.7127281,-74.0060152,R
Intel Analyst (ISA I – C),,0,,,,30,0,0,"Python,SQL,Microsoft-Office"
Data Research and Acceleration Analyst,,0,"Two Sigma Investments, LLC.",11,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau"
Senior Data Analyst,,0,,,,30,0,0,
Junior Forecasting Analyst,,0,eMarketer,14,"New York, NY 10036",30,40.7644002,-73.998863,R
"Data Analyst, Marketing Insights",,0,Leaf Group,4,"New York, NY",30,40.7127281,-74.0060152,"SQL,R"
"Research and Data Associate, Supervised Release Program",,0,Center for Court Innovation,28,"New York, NY 10018",30,40.7602435,-74.0028752,
Data Warehouse Analyst; Adolescent Health,,0,Mount Sinai,1,"New York, NY",30,40.7127281,-74.0060152,"Python,R"
Neighborhood Resilience Analyst,,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Queens, NY 11101",30,40.6524927,-73.79142142,"Python,SQL,R,Java,Tableau"
Senior Data Analyst,,0,Moda Operandi,15,"New York, NY 10011",30,40.7127281,-74.0060152,"SQL,R,Tableau,Oracle,Linux,Microsoft-Office"
Senior Data Analyst,,0,,,,30,0,0,"Python,SQL,R,Java,Tableau"
Data Analyst,,0,Cross River Bank,8,"Fort Lee, NJ 07024",30,40.8509333,-73.9701382,R
"Senior Analyst, Data Science",,0,Roku,15,"New York, NY 10001",30,40.72982535,-73.96075198,R
Senior Reporting/Data Analyst,,0,FIS,1,"New York, NY 10261",30,40.74123595,-73.35669117,R
Senior Data Transformation Analyst,,0,,,,30,0,0,"SQL,R,Tableau"
"Data and Technology Analyst, Bureau of Emergency Field Opera...",,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Queens, NY 11101",30,40.6524927,-73.79142142,"R,Oracle"
Data Center Field Analyst,,0,Hines Real Estate,63,"Secaucus, NJ",30,40.7899291,-74.0566735,"R,Tableau"
Data & Business Analyst,,0,eVestment,6,"Jersey City, NJ",30,40.7281575,-74.0776417,"Python,R,Tableau"
Data Visualization Lead,,0,Facebook,494,"New York, NY 10017",30,40.7524472,-73.9646461,"SQL,R"
"HCM, Talent Assessment, Analyst – NYC",,0,Goldman Sachs,1,"New York, NY 10282",30,40.7127281,-74.0060152,"SQL,R,Hadoop,Tableau,Hive"
"Senior Analyst, Claims Data Engineering",,0,,,,30,0,0,
"Senior Data Analyst – Global Supply Analytics, AMERICAS",4,0,Criteo,47,"New York, NY 10011",30,40.7127281,-74.0060152,"R,Tableau"
"Senior Data Analyst – Global Supply Analytics, AMERICAS, Ana...",4,0,Criteo,47,"New York, NY 10011",30,40.7127281,-74.0060152,
Senior Data Analyst,,0,,,,30,0,0,"Python,SQL,R,Java,Tableau,Oracle"
Pricing Analyst,4.1,0,"Skadden, Arps, Slate, Meagher & Flom LLP & Affiliates",7,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau,Microsoft-Office"
Stock / Forex Trader,,0,,,,30,0,0,
Data Science Analyst I Computational Biology - Genetics,3.9,0,Mount Sinai,1,"New York, NY",30,40.7127281,-74.0060152,
Business Analyst Intern,3.9,0,Weber Shandwick,125,"New York, NY 10022",30,40.7607161,-73.9669623,R
Financial Data Analyst,,0,,,,30,0,0,"SQL,R,Tableau"
Behavioral Data Intern - Ipsos Behavioral Data Group,3.7,0,Ipsos North America,434,"New York, NY",30,40.7127281,-74.0060152,
Senior Data Analyst,3.8,0,"AbleTo, Inc.",28,"New York, NY 10010",30,40.7392225,-73.97336,
"Senior Analyst, Analytics and Data Science",3.8,0,Wunderman,224,"New York, NY 10017",30,40.7524472,-73.9646461,R
Data Analytics Intern,3,0,Sinclair Broadcast Group,299,"New York, NY 10177",30,40.75513875,-73.9759335,
Bookkeeper/Data Analyst,,0,,,,30,0,0,R
Senior Data Analyst,,0,,,,30,0,0,"SQL,R,Tableau,Data-Warehouse"
Senior Data Analyst,,0,,,,30,0,0,R
Derivatives Data BA,3.9,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,"SQL,R,Tableau,Oracle"
Compliance Data Analyst,4.2,0,Hospital for Special Surgery,383,"New York, NY",30,40.7127281,-74.0060152,R
Senior Data Analyst,3.5,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,R,Data-Analysis"
Data Analyst (Americas Transformation & Strategy Department),3.3,0,Sumitomo Mitsui Banking Corporation,100,"New York, NY 10172",30,40.7555755,-73.97503,"Python,SQL,R"
Product & Data Support Intern,4.3,0,Foursquare,6,"New York, NY",30,40.7127281,-74.0060152,R
2020 Summer Intern - Forensic & Litigation Consulting - Data...,3.6,0,"FTI Consulting, Inc.",176,"New York, NY 10036",30,40.7644002,-73.998863,"R,Microsoft-Office"
Commercial Intelligence Analyst,3.6,0,Southern Glazer’s Wine and Spirits,1,"New York, NY 10261",30,40.74123595,-73.35669117,"Python,SQL,R,Tableau"
"Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data...",4.4,0,Avani Technology Solutions Inc,5,"Brooklyn, NY",30,40.6501038,-73.9495823,
Senior Data Analyst,,0,,,,30,0,0,
"Asset Management, Marketing, Business Intelligence Channel S...",3.9,0,JP Morgan Chase,21,"New York, NY 10172",30,40.7555755,-73.97503,Tableau
Data Governance Analyst,3.6,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,R
Senior Data Analyst,3.3,0,Talent Inc.,205,"New York, NY 10003",30,40.7127281,-74.0060152,
"Americas Equity Research, TMT, Business Analyst/Associate, N...",4,0,Goldman Sachs,1,"New York, NY 10282",30,40.7127281,-74.0060152,"SQL,R,Tableau"
Talent Acquisition Data Analyst,4,0,NBCUniversal,2,"New York, NY",30,40.7127281,-74.0060152,"R,Oracle"
Merchandising Analyst,,0,,,,30,0,0,
Business Analyst,3.9,0,Weber Shandwick,125,"New York, NY 10022",30,40.7607161,-73.9669623,
Business Analyst/Electronic Trading,3.8,0,Bank of America,28,"New York, NY 10036",30,40.7644002,-73.998863,R
Senior Data Analyst,3.6,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,"R,Tableau"
Data Analyst - Programmer,,0,,,,30,0,0,
Senior Product Data Analyst,3.5,0,Healthfirst,514,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,R,Tableau"
Senior Data Analyst,3.5,0,MediaMath,17,"New York, NY 10018",30,40.7602435,-74.0028752,"SQL,R,Oracle"
Data Analyst,,0,,,,30,0,0,
OMB BUSINESS ANALYST,,0,,,,30,0,0,"SQL,R"
Hedge Fund Analyst,4,0,Bessemer Trust Company,6,"New York, NY 10111",30,40.75921986,-73.97783588,"Python,SQL,R,Java,Tableau"
Business Intelligence Analyst,4.3,0,Vettery,3,"New York, NY",30,40.7127281,-74.0060152,"R,Data-Analysis"
DATA VISUALIZATION SPECIALIST,,0,,,,30,0,0,
Sr. Business and Data Analyst,3.2,0,Utilisave,9,"New York, NY 10001",30,40.72982535,-73.96075198,
Business Analyst,,0,,,,30,0,0,R
Business Analyst,4.7,0,Thirstie,3,"New York, NY",30,40.7127281,-74.0060152,"R,Java"
Jr. Business Analyst,,0,,,,30,0,0,R
IT Technical Business Analyst - Data Integrations,3.1,0,Peloton,64,"New York, NY",30,40.7127281,-74.0060152,R
SENIOR HEALTH CENTER DATA ANALYST,,0,,,,30,0,0,R
Analyst-Finance,4.1,0,Columbia University,962,"Manhattanville, NY",30,40.8157775,-73.951554,
Business Intelligence Analyst,3.8,0,Barnes & Noble College,557,"New York, NY",30,40.7127281,-74.0060152,"R,AI"
"Associate, Data Science & Analytics",3.9,0,Publicis Sapient,415,"New York, NY",30,40.7127281,-74.0060152,R
Business Analyst 1,3.8,0,Capgemini,6,"New York, NY 10036",30,40.7644002,-73.998863,R
"Analyst, Hair",3.7,0,coty,582,"New York, NY 10118",30,40.74842826,-73.98550419,R
Marketing Analyst,4.1,0,Codecademy,12,"New York, NY",30,40.7127281,-74.0060152,R
Director of Data Analytics and Research,3.5,0,New York City Department of Correction,350,"Queens, NY",30,40.6524927,-73.79142142,R
Business Analyst,,0,,,,30,0,0,R
Senior Forensic Data Analyst,4.3,0,New York University,991,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,SAS"
EpicCare Analyst,4.1,0,NYU Langone,1,"New York, NY",30,40.7127281,-74.0060152,R
PeopleSoft Business Analyst,3.1,0,MetroPlus Health Plan,131,"New York, NY 10038",30,40.7127281,-74.0060152,R
Business Operations Analyst,,0,,,,30,0,0,R
"Sr. Analyst, Client Data and DMP Strategy",3.3,0,Spark Foundry,22,"New York, NY 10014",30,40.7127281,-74.0060152,
Financial Data Analyst - Spanish Required,3.8,0,Moody's Investors Service,335,"New York, NY 10007",30,40.7127281,-74.0060152,"Python,SQL,Microsoft-Office"
Market Research Analyst,,0,,,,30,0,0,R
Business Analyst,,0,,,,30,0,0,R
Business Analyst,3.9,0,Cognizant Technology Solutions,12,"New York, NY 10001",30,40.72982535,-73.96075198,R
Exchange Analyst,,0,,,,30,0,0,R
SENIOR DATA ANALYST,3.9,0,Mount Sinai,1,"New York, NY",30,40.7127281,-74.0060152,R
Health & Benefits Analyst (University),3.7,0,Willis Towers Watson,1,"New York, NY",30,40.7127281,-74.0060152,
Senior Data Analyst / Scientist,,0,,,,30,0,0,R
Business Analyst,,0,,,,30,0,0,
Business Intelligence Analyst,3.4,0,Fareportal Inc.,152,"New York, NY 10020",30,40.75895946,-73.97957188,"SQL,R"
Engagement & Audience Growth Data Engineer / Analyst,3.2,0,News Corp,9,"New York, NY 10036",30,40.7644002,-73.998863,
Senior Data Analyst,,0,,,,30,0,0,
"Americas Equity Research, Healthcare, Business Analyst/Assoc...",4,0,Goldman Sachs,1,"New York, NY 10282",30,40.7127281,-74.0060152,R
EDI Analyst,2.9,0,"Computer Generated Solutions, Inc.",24,"New York, NY 10019",30,0,0,R
Senior Medical Economics Analyst - Location New York City or...,3.6,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,"SQL,R"
Student Financials Support Analyst,4,0,The City University of New York (CUNY),396,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau"
Sr Data Analyst- Population Health,4.1,0,NYU Langone Health,1,"New York, NY 10016",30,40.7493074,-73.9794185,R
CONTINUOUS IMPROVEMENT ANALYST,4.1,0,Montefiore Medical Center,1,"Bronx, NY 10458",30,40.85048545,-73.84040356,
Data Analysis Manager [Immediate],3.1,0,Harlem Village Academies,26,"New York, NY",30,40.7127281,-74.0060152,R
Financial Analyst,4,0,"Lockton, Inc.",215,"New York, NY 10022",30,40.7607161,-73.9669623,R
"Senior Analyst, Data Analytics",3.8,0,CMI/Compas,9,"New York, NY",30,40.7127281,-74.0060152,
Fircosoft Business Analyst,,0,,,,30,0,0,R
Business Development Coordinator (Transactional Business Int...,,0,Kirkland and Ellis,70,"New York, NY 10022",30,40.7607161,-73.9669623,"Python,SQL,Java,C/C++"
Scientific Informatics Consultant,,0,Accenture,17,"New York, NY 10011",30,40.7127281,-74.0060152,R
Business Analyst,,0,,,,30,0,0,
Business Analyst,,0,,,,30,0,0,R
Data Science/Quant Engineering Intern | Prattle Technology:...,,0,Liquidnet,11,"New York, NY",30,40.7127281,-74.0060152,
Business Analyst,,0,Slalom Consulting,85,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,SAS"
Business Intelligence Specialist,,0,Brooklyn Boulders,13,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Data-Warehouse"
Sales Operations Business Analyst,,0,Oracle,5,"New York, NY 10022",30,40.7607161,-73.9669623,
"Manager, Data Analytics (Association Office YMCA)",,0,YMCA of Greater New York,26,"New York, NY 10023",30,40.77851305,-73.98193709,
Business Analyst,,0,ThoughtFocus,21,"New York, NY 10001",30,40.72982535,-73.96075198,
Business Analysis Specialist,,0,New York City NYC HOUSING AUTHORITY,754,"New York, NY",30,40.7127281,-74.0060152,R
Strategic Initiatives Analyst,,0,New York City TAXI & LIMOUSINE COMMISSION,21,"New York, NY 10004",30,40.7127281,-74.0060152,"R,AI"
Business Operations Analyst,,0,,,,30,0,0,
Legal Operations Analyst,,0,Endeavor,14,"New York, NY 10019",30,40.7579089,-73.9854044,"Python,R"
Software Analyst- (Business Analyst),,0,,,,30,0,0,"SQL,R"
Business Analyst - Risk,,0,McKinsey & Company,503,"New York, NY 10022",30,40.7607161,-73.9669623,R
"LIBOR Cross Line of Business, Business Analyst",,0,CAPCO,138,"New York, NY 10271",30,40.7127281,-74.0060152,
"Analyst/Senior Analyst, Digital Data Analytics",,0,Fox Corporation,608,"New York, NY",30,40.7127281,-74.0060152,R
Director of Data & Analytics,,0,Shine,44,"New York, NY 10025",30,40.8058,-73.967835,"Python,R"
Senior Financial Analyst - Equinox Media,,0,EQUINOX,946,"New York, NY",30,40.7127281,-74.0060152,"R,Microsoft-Office"
Business Intelligence & Reporting Analyst,,0,Weber Shandwick,125,"New York, NY 10022",30,40.7607161,-73.9669623,"R,Tableau"
"Asset Management, Marketing, Business Intelligence Channel S...",,0,JP Morgan Chase,21,"New York, NY 10172",30,40.7555755,-73.97503,R
Business Intelligence Analyst,,0,,,,30,0,0,R
BI Tech Analyst,,0,NBCUniversal,2,"New York, NY",30,40.7127281,-74.0060152,
Business Intelligence Analyst - Networks,,0,,,,30,0,0,
Financial Analyst,,0,New York University,991,"New York, NY",30,40.7127281,-74.0060152,
Financial Analyst - Corporate Finance (Data & Analytics),,0,Houlihan Lokey,42,"New York, NY 10167",30,40.7546485,-73.974771,
"AVP, Data & Business Management Analyst",,0,HSBC,12,"New York, NY 10175",30,40.74123595,-73.35669117,"Python,SQL,R"
"Senior Analyst, Claims Data Engineering",,0,Remedy Partners,22,"New York, NY",30,40.7127281,-74.0060152,
JDE Business Analyst,,0,,,,30,0,0,R
Non-Profit Business Analyst,,0,The Educational Alliance Inc.,88,"New York, NY 10002",30,40.7127281,-74.0060152,
"Senior Data Analyst, Pharmacy",,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,
Business Analyst,,0,WeWork,149,"New York, NY 10019",30,40.7579089,-73.9854044,R
2020 Intern Marketing Senior Data Scientist,,0,IBM,27,"New York, NY 10002",30,40.7127281,-74.0060152,R
"Business Analyst, Trading Systems",,0,Jordan & Jordan,2,"New York, NY 10005",30,40.7127281,-74.0060152,"Python,SQL,R,SAS,AI"
Data Warehouse and Business Intelligence Advisor,,0,Grant Thornton,1,"New York, NY 10017",30,40.7524472,-73.9646461,
"Institutional Markets, Business Analyst",,0,Global Atlantic Financial Group,23,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Tableau,Oracle"
Operational Business Analyst,,0,Brown Brothers Harriman,212,"New York, NY",30,40.7127281,-74.0060152,
"Business/Data Analyst, Bureau of Human Resources and Labor R...",,0,New York City DEPT OF HEALTH/MENTAL HYGIENE,305,"Queens, NY 11101",30,40.6524927,-73.79142142,R
"Global Investment Research, Equity Research, Oil Services, B...",,0,Goldman Sachs,1,"New York, NY 10282",30,40.7127281,-74.0060152,R
Business Analyst SimCorp GAIN,,0,Simcorp,7,"New York, NY",30,40.7127281,-74.0060152,R
Revenue Analyst,,0,BGC Partners,55,"New York, NY 10022",30,40.7607161,-73.9669623,
Senior Financial Analyst - Global Data,,0,Geller & Company,28,"New York, NY 10022",30,40.7607161,-73.9669623,"SQL,R,Tableau"
Senior Financial Data Analyst,,0,Elderplan,234,"Brooklyn, NY 11220",30,40.6501038,-73.9495823,R
Business Analyst,,0,Elderplan,234,"Brooklyn, NY 11220",30,40.6501038,-73.9495823,"Python,R"
Entitlements Management Business Analyst,,0,,,,30,0,0,"Python,R"
"Data Analyst Lead, Marketing Science Research",,0,Facebook,494,"New York, NY 10017",30,40.7524472,-73.9646461,R
Data Governance Analyst Technical Steward,,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,"SQL,R,SAS"
Business Analyst - Risk,,0,,,,30,0,0,"R,SAS"
PeopleSoft Business Analyst,,0,NYC Health + Hospitals,787,"New York, NY 10038",30,40.7127281,-74.0060152,"Python,SQL,R,Java,Tableau,Linux"
Director of Data Analytics and Research,,0,New York City Department of Correction,350,"Queens, NY",30,40.6524927,-73.79142142,"Python,SQL,R,Java"
Business Analyst,,0,ThoughtFocus,21,"New York, NY 10001",30,40.72982535,-73.96075198,R
"Manager, Data Analytics (Association Office YMCA)",,0,YMCA of Greater New York,26,"New York, NY 10023",30,40.77851305,-73.98193709,
"Institutional Markets, Business Analyst",,0,Global Atlantic Financial Group,23,"New York, NY",30,40.7127281,-74.0060152,R
Performance Analyst,,0,Children's Aid,21,"Manhattan, NY",30,40.7896239,-73.9598939,"Python,R,Java,Tableau"
E-Commerce Business Analyst,,0,Michael Kors,1,"New York, NY 10036",30,40.7644002,-73.998863,"Python,SQL,R,Oracle"
Business Analyst,,0,American Jewish Committee,19,"New York, NY 10022",30,40.7607161,-73.9669623,R
Quantitative Business Analyst,,0,,,,30,0,0,R
Business Analyst,,0,St. John's University,267,"Queens, NY",30,40.6524927,-73.79142142,"Python,SQL,R,NoSQL"
Business Intelligence Reporting Analyst,,0,Columbia University,962,"New York, NY",30,40.7127281,-74.0060152,R
Revenue Operations Business Intelligence Analyst,,0,OnDeck,43,"New York, NY",30,40.7127281,-74.0060152,R
SIS Business Analyst,,0,New York University,991,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R"
Epic Applications Analyst (Clinical Business Analyst - Level...,,0,NYC Health + Hospitals,787,"New York, NY 10004",30,40.7127281,-74.0060152,"SQL,R,SAS,AI"
"Senior Associate, Data & Analytics",,0,WeWork,149,"New York, NY 10019",30,40.7579089,-73.9854044,"R,Microsoft-Office"
Traffic Business Analyst,,0,The CARIAN Group,5,"Manhattan, NY",30,40.7896239,-73.9598939,
Manager Reporting and Data Analysis,,0,The Madison Square Garden Company,483,"New York, NY 10121",30,40.75033067,-73.99189825,"SQL,R,SAS"
Travel & Expense Business Analyst,,0,Bloomberg,755,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,SAS"
Sr. Credit Analyst,,0,Republic Bank,125,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,Tableau,Microsoft-Office"
"Director, Business Intelligence",,0,Major League Soccer,26,"New York, NY 10018",30,40.7602435,-74.0028752,"R,SAS,AI"
"AVP, Business Analyst",,0,CIT Group,292,"New York, NY",30,40.7127281,-74.0060152,"Python,SQL,R,Java,SAS"
Senior Data Analyst - Data Infrastructure,,0,Compass,976,"New York, NY 10010",30,40.7392225,-73.97336,R
Business Analyst conformité,,0,,,,30,0,0,"Python,SQL,R"
Lead Medical Economics Analyst - Location New York City or C...,,0,EmblemHealth,579,"New York, NY 10041",30,40.7127281,-74.0060152,R
Cantor Fitzgerald: Front Office Business Analysis & Reportin...,,0,BGC Partners,55,"New York, NY 10022",30,40.7607161,-73.9669623,"SQL,R,Tableau"
Business Analyst - AVP - ICG Analytics,,0,Citi,16,"New York, NY 10261",30,40.74123595,-73.35669117,"R,Microsoft-Office"
Business Development Coordinator (Transactional Business Int...,,0,,,,30,0,0,
"Director of Professional Services, Data Analytics",,0,,,,30,0,0,"Python,Data-Analysis"
Data Visualization + Discovery Consultant,,0,Slalom Consulting,85,"New York, NY",30,40.7127281,-74.0060152,"Python,R,AI,TensorFlow"
Business Analyst-Nasdaq Private Market,,0,NASDAQ,133,"New York, NY 10036",30,40.7644002,-73.998863,R
Sales Analyst,,0,Foursquare,6,"New York, NY",30,40.7127281,-74.0060152,
Planning and Reporting Analyst,,0,New York City DEPT OF DESIGN & CONSTRUCTION,52,"Queens, NY",30,40.6524927,-73.79142142,
Snr Business Analyst,,0,Oliver Wyman,63,"New York, NY 10036",30,40.7644002,-73.998863,R
Security Operations Analyst,,0,,,,30,0,0,"R,Spark,Microsoft-Office"
"Business Analyst/Sr Business Analyst, TLS",,0,American Express,7,"New York, NY",30,40.7127281,-74.0060152,"SQL,Oracle"
Conduct & Control Business Analyst,,0,CAPCO,138,"New York, NY 10271",30,40.7127281,-74.0060152,"R,Big-Data"
Business Analyst,,0,The Jewish Federations of North America,7,"New York, NY",30,40.7127281,-74.0060152,"SQL,R,SAS"
BGC Tech: FX Business Analyst,,0,BGC Partners,55,"New York, NY 10022",30,40.7607161,-73.9669623,R
"Analyst, Social Media Campaign",,0,SiriusXM,217,"New York, NY 10020",30,40.75895946,-73.97957188,"Python,SQL,R,Microsoft-Office"
"Director, Analytics Implementation & Data Integrity",,0,Viacom,607,"New York, NY 10036",30,40.7644002,-73.998863,"SQL,R,Tableau,AWS"
Underwriting Analyst SBL UW,,0,,,,30,0,0,R
Digital Business Analyst,,0,AllianceBernstein,193,"New York, NY 10020",30,40.75895946,-73.97957188,
Senior Business Analyst,,0,,,,30,0,0,"Python,SQL,R,Tableau"
Data Analytics Manager,,0,New York City DEPT OF INFO TECH & TELECOMM,59,"Manhattan, NY",30,40.7896239,-73.9598939,R
